ticket_id,customer_id,created_date,category,priority,resolution_hours,satisfaction_rating
TKT-0004761,CUST-004706,2023-01-10,Account,Medium,41.8,4
TKT-0004762,CUST-001105,2023-12-05,Account,Critical,137.5,5
TKT-0004763,CUST-000328,2024-12-03,Feature Request,Medium,57.5,5
TKT-0004764,CUST-003094,2024-12-20,Bug,Medium,53.9,5
TKT-0004765,CUST-002999,2023-02-01,Technical,Critical,193.6,4
TKT-0004766,CUST-002894,2024-11-11,Account,Medium,52.3,4
TKT-0004767,CUST-000540,2023-11-29,Bug,Medium,60.3,5
TKT-0004768,CUST-000217,2024-04-26,Feature Request,Medium,43.6,5
TKT-0004769,CUST-004070,2024-07-01,Technical,Low,25.4,5
TKT-0004770,CUST-004435,2023-10-31,Feature Request,Medium,39.9,3
TKT-0004771,CUST-004095,2024-02-18,Feature Request,Low,34.0,3
TKT-0004772,CUST-003231,2023-06-29,Bug,Medium,29.8,5
TKT-0004773,CUST-000774,2023-05-28,Bug,Medium,61.7,4
TKT-0004774,CUST-003404,2023-03-13,Bug,Medium,68.2,5
TKT-0004775,CUST-002262,2024-02-19,Bug,High,77.5,5
TKT-0004776,CUST-004013,2023-08-03,Feature Request,Low,28.1,5
TKT-0004777,CUST-000930,2023-09-26,Technical,High,48.9,4
TKT-0004778,CUST-001471,2024-02-21,Technical,Low,26.1,5
TKT-0004779,CUST-004282,2023-12-05,Bug,Low,17.4,5
TKT-0004780,CUST-003257,2023-04-05,Billing,Low,22.2,5
TKT-0004781,CUST-001994,2024-06-28,Technical,High,57.7,3
TKT-0004782,CUST-000040,2024-02-19,Feature Request,Medium,65.3,5
TKT-0004783,CUST-004796,2023-11-22,Feature Request,Low,29.4,5
TKT-0004784,CUST-001125,2023-04-27,Account,High,80.2,5
TKT-0004785,CUST-003728,2023-12-21,Billing,Low,14.3,4
TKT-0004786,CUST-003939,2023-08-27,Account,Low,27.8,4
TKT-0004787,CUST-003235,2023-03-29,Bug,High,67.0,3
TKT-0004788,CUST-001393,2023-05-16,Bug,Medium,32.6,5
TKT-0004789,CUST-000361,2023-03-07,Bug,High,73.4,2
TKT-0004790,CUST-003839,2023-10-28,Bug,Medium,43.8,4
TKT-0004791,CUST-002432,2023-03-15,Bug,High,95.9,2
TKT-0004792,CUST-004648,2024-11-23,Feature Request,Critical,155.5,4
TKT-0004793,CUST-001040,2023-08-28,Feature Request,Low,12.4,5
TKT-0004794,CUST-003212,2024-12-30,Technical,Low,37.4,4
TKT-0004795,CUST-004814,2024-06-17,Feature Request,Medium,29.0,4
TKT-0004796,CUST-002096,2023-05-09,Technical,High,52.9,3
TKT-0004797,CUST-001857,2024-10-05,Account,Medium,53.2,5
TKT-0004798,CUST-002996,2024-09-22,Technical,Low,31.1,4
TKT-0004799,CUST-002614,2024-05-28,Feature Request,High,43.4,5
TKT-0004800,CUST-001584,2024-10-19,Technical,Low,3.5,4
TKT-0004801,CUST-001958,2024-05-10,Feature Request,Medium,38.2,5
TKT-0004802,CUST-002895,2024-09-30,Bug,Medium,54.6,3
TKT-0004803,CUST-003947,2023-02-18,Feature Request,Medium,36.9,4
TKT-0004804,CUST-004280,2024-06-28,Bug,Low,19.2,3
TKT-0004805,CUST-004951,2024-03-16,Technical,Low,26.8,4
TKT-0004806,CUST-004718,2024-11-07,Billing,Medium,31.3,3
TKT-0004807,CUST-004686,2024-06-05,Bug,Low,25.0,5
TKT-0004808,CUST-001515,2024-03-13,Bug,Low,19.5,5
TKT-0004809,CUST-001597,2023-11-19,Technical,Medium,73.7,4
TKT-0004810,CUST-003670,2023-04-21,Account,Low,20.1,4
TKT-0004811,CUST-003614,2024-10-16,Feature Request,Critical,158.4,5
TKT-0004812,CUST-001806,2023-09-17,Bug,Medium,11.9,5
TKT-0004813,CUST-002500,2024-03-23,Feature Request,High,85.8,4
TKT-0004814,CUST-000010,2024-02-24,Technical,High,99.4,2
TKT-0004815,CUST-000934,2023-02-24,Billing,Low,32.6,5
TKT-0004816,CUST-000765,2023-04-15,Feature Request,Medium,45.4,4
TKT-0004817,CUST-004792,2024-05-21,Technical,Medium,35.3,5
TKT-0004818,CUST-002827,2023-01-15,Technical,High,58.0,4
TKT-0004819,CUST-000045,2023-12-25,Bug,Critical,122.8,4
TKT-0004820,CUST-003421,2024-08-03,Billing,Medium,47.7,1
TKT-0004821,CUST-001263,2023-08-31,Account,High,81.4,5
TKT-0004822,CUST-004273,2024-09-20,Bug,Critical,113.3,5
TKT-0004823,CUST-003547,2024-02-29,Billing,Medium,30.6,4
TKT-0004824,CUST-000948,2024-04-19,Feature Request,High,81.0,2
TKT-0004825,CUST-004645,2023-02-07,Billing,Critical,150.7,4
TKT-0004826,CUST-003919,2023-04-20,Billing,High,83.1,4
TKT-0004827,CUST-001486,2024-12-05,Bug,High,104.8,5
TKT-0004828,CUST-001722,2023-12-09,Account,Low,28.7,4
TKT-0004829,CUST-002488,2024-01-14,Bug,Critical,92.0,5
TKT-0004830,CUST-001613,2024-12-09,Feature Request,Medium,57.7,4
TKT-0004831,CUST-002348,2023-06-18,Feature Request,High,34.4,4
TKT-0004832,CUST-003263,2023-07-08,Technical,High,41.7,3
TKT-0004833,CUST-002086,2024-02-01,Technical,Medium,33.1,2
TKT-0004834,CUST-003121,2023-11-12,Bug,Medium,31.5,5
TKT-0004835,CUST-000372,2023-03-21,Billing,Critical,82.3,4
TKT-0004836,CUST-004463,2023-05-17,Technical,Low,31.6,3
TKT-0004837,CUST-002114,2023-09-27,Bug,Medium,23.1,3
TKT-0004838,CUST-003478,2024-01-31,Technical,High,93.8,1
TKT-0004839,CUST-001668,2024-01-19,Billing,Low,21.4,4
TKT-0004840,CUST-001385,2023-12-09,Technical,Medium,50.5,4
TKT-0004841,CUST-001935,2023-06-07,Account,High,109.3,4
TKT-0004842,CUST-004526,2024-12-05,Billing,Low,23.7,2
TKT-0004843,CUST-004692,2024-11-04,Feature Request,High,39.8,5
TKT-0004844,CUST-004095,2024-09-07,Account,Medium,51.5,4
TKT-0004845,CUST-003435,2024-01-05,Account,Low,22.2,4
TKT-0004846,CUST-004657,2024-05-12,Billing,Medium,54.3,4
TKT-0004847,CUST-003096,2024-07-28,Bug,Low,18.4,4
TKT-0004848,CUST-000305,2024-04-08,Account,Low,21.4,4
TKT-0004849,CUST-004893,2023-07-20,Account,Critical,71.9,4
TKT-0004850,CUST-001320,2023-11-21,Billing,Medium,28.0,4
TKT-0004851,CUST-003674,2023-04-28,Bug,Low,20.6,5
TKT-0004852,CUST-004137,2024-01-24,Feature Request,High,99.9,4
TKT-0004853,CUST-004814,2024-07-10,Feature Request,Low,25.3,5
TKT-0004854,CUST-003869,2023-09-02,Feature Request,Medium,63.4,2
TKT-0004855,CUST-002711,2023-05-23,Feature Request,High,61.4,4
TKT-0004856,CUST-002665,2023-01-06,Bug,Low,19.8,5
TKT-0004857,CUST-002379,2023-07-04,Billing,High,82.0,2
TKT-0004858,CUST-001888,2023-06-12,Account,Medium,62.7,4
TKT-0004859,CUST-003811,2024-04-19,Bug,Low,25.6,4
TKT-0004860,CUST-003451,2023-05-08,Technical,Medium,48.8,5
TKT-0004861,CUST-003377,2023-03-26,Bug,High,64.3,5
TKT-0004862,CUST-003709,2023-08-08,Account,Low,32.6,4
TKT-0004863,CUST-003674,2024-10-30,Account,Medium,29.3,4
TKT-0004864,CUST-003089,2023-03-24,Bug,High,121.7,2
TKT-0004865,CUST-004554,2024-05-27,Technical,High,51.9,3
TKT-0004866,CUST-002311,2023-02-21,Billing,High,110.5,4
TKT-0004867,CUST-003727,2023-03-03,Bug,Critical,181.4,3
TKT-0004868,CUST-002178,2023-05-27,Feature Request,Low,19.6,5
TKT-0004869,CUST-002487,2023-03-26,Feature Request,Medium,46.8,5
TKT-0004870,CUST-000836,2023-10-12,Bug,Low,22.5,2
TKT-0004871,CUST-003377,2024-09-07,Billing,Medium,67.8,4
TKT-0004872,CUST-004355,2024-06-15,Billing,Low,15.7,5
TKT-0004873,CUST-003841,2023-02-22,Bug,Low,22.6,3
TKT-0004874,CUST-000552,2023-02-02,Billing,Medium,43.3,3
TKT-0004875,CUST-001155,2024-06-30,Technical,Low,31.9,4
TKT-0004876,CUST-002108,2023-09-18,Technical,High,60.7,4
TKT-0004877,CUST-003386,2024-03-29,Billing,Low,31.3,3
TKT-0004878,CUST-002864,2024-12-03,Technical,Medium,42.3,3
TKT-0004879,CUST-002822,2023-11-19,Bug,High,83.9,2
TKT-0004880,CUST-003916,2023-12-07,Feature Request,High,93.3,5
TKT-0004881,CUST-003662,2024-01-04,Billing,Medium,39.7,4
TKT-0004882,CUST-002938,2024-04-02,Feature Request,High,56.9,5
TKT-0004883,CUST-002852,2024-12-01,Bug,High,85.3,4
TKT-0004884,CUST-002580,2024-05-12,Account,Medium,63.3,5
TKT-0004885,CUST-001608,2023-09-10,Bug,High,64.2,4
TKT-0004886,CUST-000362,2023-10-25,Billing,Medium,50.3,5
TKT-0004887,CUST-003993,2024-12-04,Billing,Critical,110.4,2
TKT-0004888,CUST-004765,2024-10-22,Bug,High,78.1,4
TKT-0004889,CUST-004867,2023-08-10,Bug,Medium,58.1,4
TKT-0004890,CUST-001866,2023-06-03,Technical,Medium,45.5,5
TKT-0004891,CUST-000236,2024-07-27,Account,Medium,46.6,5
TKT-0004892,CUST-003139,2023-07-04,Billing,High,65.6,5
TKT-0004893,CUST-001072,2023-08-23,Feature Request,Critical,136.7,2
TKT-0004894,CUST-003086,2024-09-12,Account,Medium,43.0,5
TKT-0004895,CUST-003091,2023-03-11,Technical,Low,35.9,3
TKT-0004896,CUST-002981,2023-07-12,Account,Medium,51.9,5
TKT-0004897,CUST-000726,2023-05-11,Bug,Medium,38.3,4
TKT-0004898,CUST-004976,2024-11-09,Feature Request,High,54.8,5
TKT-0004899,CUST-003221,2024-12-24,Bug,High,80.2,5
TKT-0004900,CUST-000927,2023-03-09,Account,Low,35.2,5
TKT-0004901,CUST-000443,2024-07-16,Feature Request,Low,20.8,5
TKT-0004902,CUST-003767,2024-10-11,Bug,Low,25.1,4
TKT-0004903,CUST-000994,2023-09-04,Account,Medium,67.5,5
TKT-0004904,CUST-002858,2024-03-01,Billing,Medium,45.5,3
TKT-0004905,CUST-002544,2024-02-04,Billing,High,75.8,5
TKT-0004906,CUST-002826,2024-08-17,Bug,Medium,37.0,5
TKT-0004907,CUST-002912,2023-09-26,Feature Request,Critical,65.7,1
TKT-0004908,CUST-001774,2024-09-30,Bug,Medium,41.2,2
TKT-0004909,CUST-002047,2024-06-13,Billing,Medium,71.6,3
TKT-0004910,CUST-004468,2023-09-12,Billing,Low,19.9,4
TKT-0004911,CUST-000151,2024-01-02,Billing,High,61.0,2
TKT-0004912,CUST-001574,2024-08-24,Bug,High,95.2,5
TKT-0004913,CUST-001418,2024-06-09,Technical,Low,22.9,5
TKT-0004914,CUST-003308,2024-10-18,Account,Medium,46.7,4
TKT-0004915,CUST-003090,2023-01-11,Feature Request,Medium,39.6,4
TKT-0004916,CUST-002948,2024-06-20,Account,High,83.5,4
TKT-0004917,CUST-001222,2023-10-06,Account,Low,35.6,3
TKT-0004918,CUST-003814,2024-02-04,Billing,Critical,24.1,4
TKT-0004919,CUST-000024,2024-09-06,Feature Request,High,93.0,4
TKT-0004920,CUST-001022,2024-06-12,Technical,Medium,53.4,5
TKT-0004921,CUST-000376,2024-05-24,Bug,Medium,35.6,3
TKT-0004922,CUST-003036,2023-07-31,Technical,Low,42.3,4
TKT-0004923,CUST-000677,2023-05-22,Bug,Low,25.4,5
TKT-0004924,CUST-001332,2024-08-14,Account,Medium,49.0,5
TKT-0004925,CUST-000809,2024-04-09,Technical,Medium,54.4,2
TKT-0004926,CUST-003653,2023-11-20,Billing,Low,23.2,3
TKT-0004927,CUST-001924,2024-06-06,Account,Medium,46.1,3
TKT-0004928,CUST-001822,2023-10-07,Account,Medium,65.9,3
TKT-0004929,CUST-003739,2023-12-09,Bug,High,38.2,4
TKT-0004930,CUST-002735,2024-03-13,Billing,Medium,56.8,3
TKT-0004931,CUST-002197,2023-05-26,Feature Request,Low,32.7,4
TKT-0004932,CUST-002800,2024-04-30,Technical,Medium,48.3,3
TKT-0004933,CUST-004229,2023-04-20,Technical,Critical,169.3,4
TKT-0004934,CUST-001432,2024-10-25,Technical,Low,22.5,4
TKT-0004935,CUST-002340,2023-07-14,Technical,Medium,44.4,4
TKT-0004936,CUST-003032,2024-04-22,Bug,Low,22.4,4
TKT-0004937,CUST-004087,2023-02-24,Bug,Low,17.7,5
TKT-0004938,CUST-003961,2024-10-02,Account,Low,38.4,4
TKT-0004939,CUST-002304,2023-05-28,Bug,Medium,48.8,3
TKT-0004940,CUST-002268,2023-09-23,Bug,Low,27.3,5
TKT-0004941,CUST-004475,2023-11-03,Feature Request,High,79.8,3
TKT-0004942,CUST-002122,2024-02-06,Account,Medium,29.8,5
TKT-0004943,CUST-003952,2024-09-16,Technical,Low,18.8,5
TKT-0004944,CUST-004641,2024-06-21,Account,High,39.1,2
TKT-0004945,CUST-002790,2023-10-11,Bug,Medium,42.7,5
TKT-0004946,CUST-000073,2023-12-23,Bug,Medium,31.4,4
TKT-0004947,CUST-001775,2024-07-31,Billing,Medium,66.7,3
TKT-0004948,CUST-002279,2024-07-08,Account,Low,14.8,4
TKT-0004949,CUST-004092,2024-09-21,Bug,Low,33.3,3
TKT-0004950,CUST-001365,2023-01-30,Bug,High,67.8,5
TKT-0004951,CUST-003805,2024-09-08,Feature Request,Medium,33.3,5
TKT-0004952,CUST-000817,2023-03-04,Account,Medium,37.0,4
TKT-0004953,CUST-003130,2024-01-24,Account,Medium,43.9,4
TKT-0004954,CUST-000669,2024-02-13,Billing,Low,29.3,5
TKT-0004955,CUST-004550,2023-01-29,Feature Request,Low,27.6,4
TKT-0004956,CUST-004971,2024-08-10,Bug,Medium,39.3,4
TKT-0004957,CUST-000260,2023-11-01,Feature Request,Low,34.4,5
TKT-0004958,CUST-004435,2024-04-23,Feature Request,High,50.3,4
TKT-0004959,CUST-000767,2024-06-21,Bug,Medium,72.4,4
TKT-0004960,CUST-004853,2023-07-23,Billing,Medium,39.7,5
TKT-0004961,CUST-002540,2023-02-25,Account,Medium,59.3,5
TKT-0004962,CUST-002097,2024-03-02,Account,Medium,54.8,4
TKT-0004963,CUST-000939,2023-05-31,Billing,Medium,61.1,5
TKT-0004964,CUST-004087,2024-03-11,Bug,Medium,55.0,4
TKT-0004965,CUST-001043,2023-10-25,Billing,Medium,38.7,3
TKT-0004966,CUST-003382,2024-02-20,Bug,Medium,28.9,3
TKT-0004967,CUST-002631,2023-12-06,Feature Request,Medium,54.0,2
TKT-0004968,CUST-004267,2024-05-29,Bug,Medium,57.7,4
TKT-0004969,CUST-001770,2024-06-28,Bug,Low,18.1,5
TKT-0004970,CUST-001804,2024-08-02,Bug,Medium,33.9,5
TKT-0004971,CUST-004239,2024-08-27,Feature Request,High,51.6,5
TKT-0004972,CUST-004781,2024-07-20,Feature Request,Medium,44.4,2
TKT-0004973,CUST-000592,2024-05-26,Account,High,63.8,5
TKT-0004974,CUST-003704,2023-07-01,Bug,Medium,53.4,3
TKT-0004975,CUST-002762,2023-10-02,Feature Request,Medium,43.6,4
TKT-0004976,CUST-001195,2023-10-02,Account,Medium,60.6,5
TKT-0004977,CUST-001881,2023-11-04,Technical,High,71.4,3
TKT-0004978,CUST-001865,2024-02-03,Account,Medium,46.6,4
TKT-0004979,CUST-004855,2023-09-06,Technical,Low,19.3,4
TKT-0004980,CUST-001153,2023-03-26,Feature Request,Medium,46.2,5
TKT-0004981,CUST-004156,2023-05-26,Bug,Critical,124.2,4
TKT-0004982,CUST-003669,2024-06-26,Account,Medium,15.4,4
TKT-0004983,CUST-000784,2024-12-01,Account,High,74.9,3
TKT-0004984,CUST-001153,2023-10-14,Bug,Medium,34.8,4
TKT-0004985,CUST-001506,2023-05-24,Bug,Medium,43.1,2
TKT-0004986,CUST-001806,2024-12-04,Bug,High,69.7,2
TKT-0004987,CUST-000148,2023-02-13,Account,Low,29.5,4
TKT-0004988,CUST-004962,2024-08-16,Feature Request,Medium,25.8,5
TKT-0004989,CUST-000864,2023-06-26,Feature Request,Medium,58.8,2
TKT-0004990,CUST-003871,2024-04-14,Bug,High,87.1,4
TKT-0004991,CUST-004166,2023-11-10,Bug,Low,23.7,2
TKT-0004992,CUST-000960,2024-08-22,Feature Request,Medium,57.2,5
TKT-0004993,CUST-003093,2023-09-09,Account,Low,28.9,5
TKT-0004994,CUST-004911,2024-12-02,Bug,Low,19.3,4
TKT-0004995,CUST-004377,2024-08-03,Bug,High,72.0,5
TKT-0004996,CUST-003471,2023-02-15,Bug,Low,23.5,4
TKT-0004997,CUST-002008,2024-08-26,Technical,Medium,31.9,5
TKT-0004998,CUST-004744,2024-06-12,Account,Low,19.3,2
TKT-0004999,CUST-000462,2023-04-05,Feature Request,Low,13.3,4
TKT-0005000,CUST-001044,2024-12-02,Bug,Medium,43.8,3
TKT-0005001,CUST-004004,2023-03-23,Bug,Medium,41.0,5
TKT-0005002,CUST-003063,2023-05-27,Feature Request,Medium,61.9,4
TKT-0005003,CUST-002787,2023-05-22,Bug,Medium,23.7,3
TKT-0005004,CUST-003238,2023-02-08,Bug,Low,14.3,4
TKT-0005005,CUST-002610,2023-07-06,Feature Request,Medium,30.7,4
TKT-0005006,CUST-001543,2023-03-17,Feature Request,Critical,156.9,5
TKT-0005007,CUST-004561,2023-12-16,Bug,Low,23.7,3
TKT-0005008,CUST-001449,2024-11-02,Technical,High,83.8,5
TKT-0005009,CUST-004003,2023-04-09,Bug,High,53.7,5
TKT-0005010,CUST-001430,2023-05-22,Technical,High,61.3,4
TKT-0005011,CUST-003919,2024-10-22,Feature Request,Low,19.5,5
TKT-0005012,CUST-002708,2024-12-02,Feature Request,High,77.7,2
TKT-0005013,CUST-001796,2024-06-03,Technical,Medium,57.6,5
TKT-0005014,CUST-001945,2023-12-29,Billing,Low,25.6,2
TKT-0005015,CUST-000549,2023-03-22,Feature Request,High,84.9,5
TKT-0005016,CUST-001689,2023-08-04,Billing,Medium,36.7,5
TKT-0005017,CUST-003784,2024-01-28,Technical,Medium,70.0,4
TKT-0005018,CUST-001878,2024-06-05,Technical,Medium,66.9,3
TKT-0005019,CUST-003559,2023-10-13,Bug,Medium,61.4,4
TKT-0005020,CUST-004825,2023-02-02,Bug,Medium,64.9,5
TKT-0005021,CUST-002164,2023-11-29,Account,Medium,40.7,4
TKT-0005022,CUST-002884,2023-10-25,Bug,Medium,47.1,3
TKT-0005023,CUST-001120,2023-04-21,Billing,Low,40.8,3
TKT-0005024,CUST-003748,2024-02-02,Account,High,84.0,1
TKT-0005025,CUST-001488,2024-11-16,Feature Request,High,91.4,4
TKT-0005026,CUST-003791,2023-12-06,Billing,Medium,66.1,5
TKT-0005027,CUST-003783,2023-06-19,Billing,High,94.2,5
TKT-0005028,CUST-003065,2023-08-24,Account,Medium,67.8,2
TKT-0005029,CUST-001235,2024-05-15,Technical,Low,25.3,3
TKT-0005030,CUST-003865,2023-01-09,Bug,Low,15.5,2
TKT-0005031,CUST-003350,2023-01-02,Billing,Low,25.4,5
TKT-0005032,CUST-001594,2024-07-04,Billing,Low,23.9,4
TKT-0005033,CUST-001147,2024-04-07,Billing,Low,29.9,4
TKT-0005034,CUST-004999,2024-05-25,Feature Request,Medium,52.7,4
TKT-0005035,CUST-002097,2024-05-02,Technical,High,64.1,4
TKT-0005036,CUST-000731,2024-01-16,Account,Medium,37.6,5
TKT-0005037,CUST-004969,2023-03-21,Account,Medium,58.9,4
TKT-0005038,CUST-001166,2024-09-21,Account,Low,29.5,4
TKT-0005039,CUST-002567,2023-02-25,Bug,Medium,51.7,4
TKT-0005040,CUST-003539,2023-02-17,Bug,Medium,32.0,3
TKT-0005041,CUST-001026,2023-07-30,Bug,Low,29.0,2
TKT-0005042,CUST-003038,2023-06-30,Feature Request,Low,13.9,3
TKT-0005043,CUST-002825,2023-06-12,Feature Request,Medium,43.8,3
TKT-0005044,CUST-003760,2024-03-17,Feature Request,Medium,32.9,4
TKT-0005045,CUST-000909,2023-01-28,Billing,Low,22.5,4
TKT-0005046,CUST-004452,2024-05-02,Account,Medium,24.9,2
TKT-0005047,CUST-001923,2023-09-05,Bug,Medium,62.8,5
TKT-0005048,CUST-003631,2023-10-21,Bug,Medium,41.8,5
TKT-0005049,CUST-002706,2024-04-20,Technical,Low,27.6,4
TKT-0005050,CUST-003713,2024-06-05,Bug,Medium,55.2,5
TKT-0005051,CUST-001463,2023-10-21,Technical,Medium,40.6,5
TKT-0005052,CUST-003073,2023-09-03,Account,Low,16.3,2
TKT-0005053,CUST-001570,2023-06-14,Account,High,86.7,3
TKT-0005054,CUST-001252,2024-03-12,Technical,Medium,44.6,3
TKT-0005055,CUST-001152,2024-04-23,Bug,Critical,36.0,2
TKT-0005056,CUST-000970,2023-09-20,Bug,Low,21.2,3
TKT-0005057,CUST-003871,2024-06-28,Bug,Medium,72.2,5
TKT-0005058,CUST-000092,2023-11-14,Account,Medium,42.2,5
TKT-0005059,CUST-000476,2024-03-08,Bug,Medium,55.2,5
TKT-0005060,CUST-004789,2023-10-06,Bug,Low,20.6,4
TKT-0005061,CUST-003008,2024-10-13,Bug,High,101.1,4
TKT-0005062,CUST-001010,2023-08-13,Bug,Medium,69.0,4
TKT-0005063,CUST-000971,2023-03-21,Bug,High,90.7,4
TKT-0005064,CUST-001257,2023-03-05,Feature Request,High,82.3,3
TKT-0005065,CUST-000273,2023-08-02,Technical,Medium,37.9,4
TKT-0005066,CUST-000160,2023-05-24,Account,Medium,23.2,4
TKT-0005067,CUST-002375,2023-08-12,Account,Low,24.5,5
TKT-0005068,CUST-000023,2023-08-26,Bug,Critical,122.1,4
TKT-0005069,CUST-003996,2024-07-11,Account,Medium,19.0,4
TKT-0005070,CUST-001658,2024-11-10,Feature Request,Low,27.3,3
TKT-0005071,CUST-001208,2023-12-29,Technical,High,53.8,5
TKT-0005072,CUST-004070,2023-09-21,Bug,High,78.2,4
TKT-0005073,CUST-004495,2023-09-06,Bug,Medium,66.1,4
TKT-0005074,CUST-003588,2024-04-02,Bug,Low,29.2,4
TKT-0005075,CUST-004879,2024-03-21,Account,Medium,61.5,3
TKT-0005076,CUST-002984,2024-05-07,Billing,Medium,40.3,4
TKT-0005077,CUST-003609,2023-08-30,Feature Request,High,96.9,5
TKT-0005078,CUST-003713,2023-02-26,Account,Low,23.5,3
TKT-0005079,CUST-004764,2023-12-31,Billing,Medium,39.7,4
TKT-0005080,CUST-004620,2024-07-15,Billing,Critical,95.0,5
TKT-0005081,CUST-002457,2023-12-18,Feature Request,High,68.1,3
TKT-0005082,CUST-000760,2024-07-04,Account,Medium,43.1,5
TKT-0005083,CUST-004471,2023-06-28,Technical,Medium,45.5,5
TKT-0005084,CUST-004059,2023-03-21,Bug,Medium,36.7,4
TKT-0005085,CUST-004959,2024-09-27,Bug,High,76.1,4
TKT-0005086,CUST-003150,2024-03-08,Technical,Low,20.6,1
TKT-0005087,CUST-000582,2023-10-12,Account,High,52.6,5
TKT-0005088,CUST-000385,2023-12-16,Bug,Low,26.9,4
TKT-0005089,CUST-001720,2024-09-08,Technical,High,56.9,5
TKT-0005090,CUST-003067,2024-09-19,Account,Low,36.9,2
TKT-0005091,CUST-001718,2024-03-05,Account,Low,25.1,3
TKT-0005092,CUST-001079,2024-07-12,Technical,Low,28.5,4
TKT-0005093,CUST-004021,2023-06-02,Feature Request,Low,27.2,3
TKT-0005094,CUST-001342,2023-05-22,Technical,High,89.6,4
TKT-0005095,CUST-004268,2023-10-05,Account,Low,15.6,4
TKT-0005096,CUST-002638,2023-07-30,Billing,High,94.1,3
TKT-0005097,CUST-001879,2023-04-06,Technical,High,32.8,2
TKT-0005098,CUST-000249,2023-05-20,Account,Medium,56.4,4
TKT-0005099,CUST-000935,2024-11-27,Billing,High,51.9,4
TKT-0005100,CUST-003940,2024-11-12,Billing,Critical,160.2,4
TKT-0005101,CUST-001829,2023-03-23,Account,Low,27.9,4
TKT-0005102,CUST-004508,2023-06-02,Technical,High,54.4,4
TKT-0005103,CUST-004778,2023-12-31,Feature Request,Low,33.8,5
TKT-0005104,CUST-001381,2024-01-10,Account,Medium,30.0,4
TKT-0005105,CUST-004533,2024-05-28,Bug,Medium,55.1,5
TKT-0005106,CUST-000211,2024-05-28,Feature Request,Low,35.0,4
TKT-0005107,CUST-001445,2024-09-20,Account,Medium,59.2,3
TKT-0005108,CUST-001774,2024-06-16,Billing,Medium,65.9,3
TKT-0005109,CUST-000711,2023-07-20,Technical,Low,25.0,5
TKT-0005110,CUST-003028,2024-09-23,Account,Low,8.1,4
TKT-0005111,CUST-004107,2023-06-22,Feature Request,High,84.9,3
TKT-0005112,CUST-003907,2024-12-06,Bug,Low,13.6,3
TKT-0005113,CUST-002219,2023-07-30,Bug,Medium,47.9,4
TKT-0005114,CUST-001693,2023-01-22,Billing,High,58.5,5
TKT-0005115,CUST-000816,2024-05-03,Billing,Medium,45.2,5
TKT-0005116,CUST-002127,2024-07-10,Billing,High,75.4,1
TKT-0005117,CUST-001963,2023-05-03,Feature Request,High,86.1,4
TKT-0005118,CUST-002345,2023-10-01,Billing,Low,30.4,4
TKT-0005119,CUST-001262,2023-04-24,Feature Request,Medium,39.3,4
TKT-0005120,CUST-004397,2023-05-11,Bug,Low,26.7,5
TKT-0005121,CUST-002518,2023-12-04,Bug,Low,17.9,5
TKT-0005122,CUST-001818,2024-04-23,Bug,Medium,70.2,5
TKT-0005123,CUST-001175,2023-01-22,Feature Request,High,58.6,4
TKT-0005124,CUST-001320,2024-11-09,Bug,High,111.0,5
TKT-0005125,CUST-003766,2024-02-27,Feature Request,High,85.5,3
TKT-0005126,CUST-004050,2024-04-06,Bug,Critical,103.7,2
TKT-0005127,CUST-001326,2023-03-01,Billing,Low,28.6,5
TKT-0005128,CUST-004186,2024-04-13,Technical,Medium,42.5,4
TKT-0005129,CUST-004141,2024-05-25,Account,Low,28.9,3
TKT-0005130,CUST-001669,2024-09-26,Bug,Medium,23.3,2
TKT-0005131,CUST-002974,2024-12-21,Bug,Medium,40.8,5
TKT-0005132,CUST-004571,2024-11-21,Account,High,93.9,4
TKT-0005133,CUST-004035,2024-10-29,Bug,Low,33.5,4
TKT-0005134,CUST-003970,2024-10-25,Technical,High,83.5,3
TKT-0005135,CUST-003877,2023-07-10,Bug,High,36.1,5
TKT-0005136,CUST-002199,2023-11-04,Billing,Medium,37.3,4
TKT-0005137,CUST-002323,2023-09-17,Billing,Medium,54.9,4
TKT-0005138,CUST-002592,2024-12-30,Account,Low,13.8,4
TKT-0005139,CUST-002685,2023-12-18,Feature Request,High,125.3,4
TKT-0005140,CUST-002489,2023-11-04,Feature Request,Medium,50.0,2
TKT-0005141,CUST-004098,2024-04-25,Billing,Medium,60.3,4
TKT-0005142,CUST-000630,2023-11-30,Billing,Critical,94.3,3
TKT-0005143,CUST-004186,2024-10-31,Technical,Medium,62.6,5
TKT-0005144,CUST-000661,2024-09-08,Account,Medium,43.1,5
TKT-0005145,CUST-000030,2024-03-24,Billing,High,56.2,5
TKT-0005146,CUST-001140,2023-03-13,Technical,High,65.6,1
TKT-0005147,CUST-000826,2023-04-16,Technical,High,74.4,4
TKT-0005148,CUST-000280,2023-08-25,Feature Request,Critical,102.3,4
TKT-0005149,CUST-000703,2023-04-23,Bug,High,116.5,5
TKT-0005150,CUST-003647,2024-01-18,Account,Low,13.6,5
TKT-0005151,CUST-004068,2024-12-11,Bug,High,63.1,4
TKT-0005152,CUST-002399,2024-03-01,Account,Low,16.0,5
TKT-0005153,CUST-002441,2024-06-23,Bug,Critical,46.7,5
TKT-0005154,CUST-001774,2024-05-13,Technical,Medium,32.8,4
