customer_id,signup_date,region,plan,industry,company_size,mrr,tenure_months,churned,nps_score,support_tickets,feature_adoption_score
CUST-002075,2022-10-12,Asia Pacific,Pro,Education,SMB,165.6,27,False,65,3,16.5
CUST-002076,2023-09-10,Asia Pacific,Basic,Education,Mid-Market,60.57,15,True,19,4,49.5
CUST-002077,2022-12-16,North America,Pro,Technology,Mid-Market,171.91,24,False,64,2,22.7
CUST-002078,2024-02-22,Europe,Pro,Healthcare,Startup,173.22,10,False,64,2,29.6
CUST-002079,2022-07-15,Latin America,Pro,Technology,SMB,140.0,30,False,23,2,39.3
CUST-002080,2022-08-13,Asia Pacific,Pro,Manufacturing,Enterprise,145.89,29,False,16,1,24.9
CUST-002081,2021-09-07,North America,Basic,Finance,Enterprise,33.29,40,False,50,2,15.6
CUST-002082,2024-03-20,North America,Pro,Retail,Startup,137.37,9,False,74,2,31.5
CUST-002083,2024-01-18,Europe,Basic,Education,Startup,59.72,11,False,18,3,33.5
CUST-002084,2023-02-17,Asia Pacific,Basic,Healthcare,Enterprise,51.77,22,False,73,1,7.9
CUST-002085,2023-03-20,Europe,Pro,Education,SMB,163.56,21,False,15,3,48.1
CUST-002086,2022-12-08,Europe,Basic,Manufacturing,SMB,40.35,25,False,30,2,29.1
CUST-002087,2021-10-27,North America,Pro,Technology,Startup,143.51,38,False,12,3,20.7
CUST-002088,2022-08-18,Europe,Pro,Technology,Mid-Market,154.94,28,False,43,3,37.7
CUST-002089,2021-03-28,Asia Pacific,Basic,Retail,Startup,59.57,45,False,37,3,43.0
CUST-002090,2022-08-13,North America,Basic,Healthcare,Startup,32.65,29,False,35,5,7.6
CUST-002091,2021-06-11,Asia Pacific,Basic,Manufacturing,Startup,46.6,43,False,22,3,6.4
CUST-002092,2022-12-11,Latin America,Enterprise,Healthcare,Enterprise,502.99,25,False,26,4,77.1
CUST-002093,2023-06-25,North America,Pro,Retail,Mid-Market,156.83,18,False,33,2,6.2
CUST-002094,2022-06-10,Europe,Basic,Manufacturing,Mid-Market,58.81,31,False,29,4,7.7
CUST-002095,2023-09-09,North America,Basic,Manufacturing,SMB,48.25,15,False,34,3,28.0
CUST-002096,2022-03-15,Asia Pacific,Pro,Technology,Enterprise,136.65,34,False,5,3,14.4
CUST-002097,2022-02-18,Europe,Pro,Technology,Mid-Market,129.75,34,False,-8,3,47.2
CUST-002098,2024-01-09,Europe,Basic,Technology,Mid-Market,47.18,11,True,41,2,18.0
CUST-002099,2022-07-10,Asia Pacific,Basic,Education,Enterprise,46.11,30,False,42,1,30.7
CUST-002100,2024-02-26,North America,Enterprise,Finance,SMB,491.04,10,False,39,5,53.2
CUST-002101,2022-07-11,Asia Pacific,Basic,Technology,Mid-Market,57.93,30,False,45,0,16.7
CUST-002102,2021-10-09,Europe,Basic,Finance,Enterprise,37.52,39,False,25,4,15.0
CUST-002103,2021-08-12,North America,Enterprise,Finance,Mid-Market,492.38,41,False,27,3,55.5
CUST-002104,2022-05-06,Europe,Pro,Healthcare,SMB,160.67,32,False,25,1,5.4
CUST-002105,2022-05-12,Asia Pacific,Basic,Retail,Startup,41.25,32,True,-1,1,26.8
CUST-002106,2021-04-14,North America,Basic,Education,Mid-Market,52.23,45,False,46,1,12.8
CUST-002107,2023-12-24,Asia Pacific,Basic,Finance,SMB,48.9,12,False,50,0,43.0
CUST-002108,2022-04-08,Asia Pacific,Basic,Education,Startup,51.43,33,False,53,2,34.8
CUST-002109,2022-04-22,North America,Enterprise,Healthcare,Mid-Market,507.82,32,False,28,2,60.3
CUST-002110,2021-04-18,Latin America,Basic,Technology,SMB,52.25,45,True,20,5,21.8
CUST-002111,2021-07-25,North America,Pro,Manufacturing,SMB,135.13,41,False,25,3,39.6
CUST-002112,2023-04-27,North America,Enterprise,Finance,Mid-Market,486.83,20,False,24,3,45.1
CUST-002113,2022-11-08,North America,Basic,Retail,SMB,51.95,26,False,-5,1,22.7
CUST-002114,2023-08-26,Asia Pacific,Basic,Manufacturing,Startup,39.81,16,False,40,3,45.6
CUST-002115,2021-07-25,Europe,Pro,Healthcare,SMB,158.55,41,False,51,1,28.2
CUST-002116,2021-10-09,North America,Enterprise,Education,Startup,502.09,39,False,39,7,40.2
CUST-002117,2021-01-11,North America,Pro,Technology,Startup,131.84,48,False,35,2,8.0
CUST-002118,2024-02-02,Europe,Basic,Education,Startup,67.89,11,False,22,1,3.2
CUST-002119,2021-11-20,North America,Pro,Retail,Startup,145.34,37,False,50,1,45.4
CUST-002120,2023-04-14,Asia Pacific,Pro,Finance,SMB,146.91,20,False,33,3,29.6
CUST-002121,2023-09-02,Asia Pacific,Enterprise,Retail,SMB,503.23,16,False,10,1,55.7
CUST-002122,2023-09-05,Europe,Basic,Education,Enterprise,48.13,16,False,61,4,41.0
CUST-002123,2022-02-13,Latin America,Pro,Education,SMB,158.62,35,True,47,3,22.4
CUST-002124,2022-08-12,North America,Enterprise,Manufacturing,Mid-Market,488.82,29,False,68,5,28.7
CUST-002125,2022-10-20,Latin America,Basic,Retail,SMB,60.47,26,False,58,6,21.6
CUST-002126,2022-08-08,Europe,Basic,Retail,Mid-Market,55.81,29,False,22,3,49.1
CUST-002127,2021-05-02,Europe,Basic,Retail,Mid-Market,41.26,44,False,29,4,13.2
CUST-002128,2021-07-03,North America,Basic,Technology,SMB,51.52,42,False,55,1,28.0
CUST-002129,2024-03-21,Asia Pacific,Basic,Education,Startup,61.12,9,True,11,2,25.8
CUST-002130,2022-04-21,North America,Enterprise,Healthcare,SMB,504.22,32,False,68,2,66.5
CUST-002131,2024-01-01,North America,Basic,Technology,Mid-Market,50.47,12,False,41,2,15.5
CUST-002132,2021-03-18,North America,Basic,Technology,SMB,55.22,46,False,51,2,39.1
CUST-002133,2021-12-25,Europe,Pro,Technology,Mid-Market,156.07,36,False,41,3,39.6
CUST-002134,2023-05-06,Europe,Basic,Manufacturing,Startup,43.94,20,False,36,2,45.4
CUST-002135,2021-12-27,Europe,Basic,Healthcare,Startup,50.57,36,False,29,4,19.0
CUST-002136,2021-03-16,Asia Pacific,Pro,Retail,SMB,157.49,46,False,32,5,28.0
CUST-002137,2023-03-25,North America,Enterprise,Manufacturing,Mid-Market,500.33,21,False,-18,0,37.0
CUST-002138,2023-10-12,Europe,Pro,Education,SMB,141.83,14,False,46,0,49.5
CUST-002139,2022-01-17,North America,Pro,Finance,Mid-Market,151.8,35,False,78,4,20.0
CUST-002140,2022-08-16,Asia Pacific,Basic,Manufacturing,Startup,45.1,28,False,18,3,10.7
CUST-002141,2021-03-18,Asia Pacific,Enterprise,Finance,SMB,504.82,46,True,5,2,66.9
CUST-002142,2021-01-19,Europe,Basic,Education,Mid-Market,63.27,48,False,66,1,43.1
CUST-002143,2022-09-04,Europe,Pro,Healthcare,Mid-Market,155.77,28,False,42,4,44.0
CUST-002144,2024-03-09,North America,Basic,Finance,Startup,40.76,9,False,53,2,45.6
CUST-002145,2021-08-08,Europe,Enterprise,Technology,SMB,502.02,41,False,45,2,61.7
CUST-002146,2022-11-18,Asia Pacific,Pro,Manufacturing,Mid-Market,123.2,25,False,16,2,14.3
CUST-002147,2022-08-06,Europe,Pro,Finance,Startup,148.0,29,False,53,2,15.2
CUST-002148,2023-07-20,North America,Basic,Education,Mid-Market,58.4,17,False,25,0,41.8
CUST-002149,2024-01-18,Europe,Basic,Technology,SMB,53.02,11,False,18,2,42.9
CUST-002150,2023-12-10,Asia Pacific,Pro,Finance,SMB,150.1,12,False,47,0,58.9
CUST-002151,2023-10-09,North America,Pro,Education,Mid-Market,170.3,14,False,38,3,24.5
CUST-002152,2021-10-02,North America,Basic,Healthcare,SMB,31.95,39,False,43,6,16.4
CUST-002153,2023-10-30,Europe,Enterprise,Education,Enterprise,484.19,14,False,42,2,33.9
CUST-002154,2023-08-17,Asia Pacific,Enterprise,Healthcare,Mid-Market,503.82,16,False,51,2,20.5
CUST-002155,2022-07-13,North America,Basic,Technology,Mid-Market,57.98,30,False,60,2,21.7
CUST-002156,2022-01-30,North America,Pro,Education,Startup,158.39,35,False,39,3,25.7
CUST-002157,2021-08-19,North America,Pro,Retail,Enterprise,143.27,41,False,63,2,12.3
CUST-002158,2022-11-09,North America,Basic,Manufacturing,Mid-Market,40.56,26,False,57,2,42.7
CUST-002159,2021-11-29,Europe,Basic,Retail,Startup,39.09,37,False,49,3,31.6
CUST-002160,2023-07-29,Europe,Pro,Retail,SMB,152.22,17,False,23,2,18.4
CUST-002161,2022-06-11,Europe,Pro,Retail,SMB,139.17,31,False,54,2,3.1
CUST-002162,2022-01-17,Europe,Basic,Manufacturing,Enterprise,60.15,35,False,43,5,18.7
CUST-002163,2021-01-29,North America,Pro,Retail,Mid-Market,148.78,47,False,8,3,22.8
CUST-002164,2022-11-22,Asia Pacific,Pro,Healthcare,Enterprise,141.96,25,False,11,2,10.8
CUST-002165,2022-08-28,Europe,Pro,Education,Mid-Market,142.0,28,True,10,2,37.9
CUST-002166,2024-03-08,Latin America,Basic,Technology,SMB,33.68,9,False,11,2,20.8
CUST-002167,2022-01-31,Europe,Enterprise,Retail,Startup,491.06,35,False,13,4,41.7
CUST-002168,2021-12-26,North America,Basic,Retail,Startup,43.47,36,False,51,5,6.3
CUST-002169,2023-04-11,Europe,Basic,Technology,Startup,53.08,21,False,36,2,5.0
CUST-002170,2023-05-26,North America,Basic,Technology,SMB,48.01,19,False,52,0,40.1
CUST-002171,2023-11-22,Europe,Basic,Retail,Enterprise,40.4,13,False,12,3,19.9
CUST-002172,2022-11-03,North America,Enterprise,Healthcare,Enterprise,486.75,26,False,4,3,33.3
CUST-002173,2021-06-27,North America,Basic,Technology,SMB,46.63,42,False,17,2,11.5
CUST-002174,2023-04-01,Asia Pacific,Pro,Education,Mid-Market,128.47,21,False,48,2,21.9
CUST-002175,2021-07-15,North America,Basic,Education,SMB,45.82,42,False,49,2,43.4
CUST-002176,2022-01-14,Asia Pacific,Basic,Healthcare,SMB,60.16,36,False,30,3,5.3
CUST-002177,2021-10-15,North America,Enterprise,Manufacturing,Mid-Market,497.0,39,False,41,4,45.1
CUST-002178,2023-09-05,Europe,Pro,Finance,SMB,150.59,16,False,24,2,29.3
CUST-002179,2022-10-25,Europe,Basic,Healthcare,Enterprise,49.38,26,False,20,2,16.0
CUST-002180,2022-05-24,Europe,Pro,Retail,Mid-Market,135.15,31,False,42,1,8.9
CUST-002181,2021-01-14,North America,Basic,Finance,Mid-Market,66.57,48,False,48,2,11.6
CUST-002182,2022-06-19,North America,Basic,Retail,Startup,44.92,30,False,70,1,16.1
CUST-002183,2023-02-25,North America,Pro,Education,Startup,148.97,22,False,15,1,20.1
CUST-002184,2022-04-28,North America,Pro,Technology,SMB,142.44,32,False,12,0,21.2
CUST-002185,2023-07-04,Europe,Basic,Retail,Mid-Market,60.38,18,False,25,1,36.2
CUST-002186,2022-07-01,Asia Pacific,Enterprise,Education,Enterprise,484.41,30,False,47,0,39.0
CUST-002187,2022-11-07,Asia Pacific,Pro,Healthcare,SMB,162.02,26,False,75,2,17.6
CUST-002188,2022-09-11,Asia Pacific,Basic,Retail,Mid-Market,45.96,28,False,37,1,10.0
CUST-002189,2024-04-07,Asia Pacific,Pro,Education,SMB,143.66,8,False,17,2,15.1
CUST-002190,2024-03-19,Europe,Pro,Technology,SMB,142.72,9,False,12,2,38.1
CUST-002191,2021-01-24,North America,Pro,Retail,Mid-Market,167.09,47,False,23,2,59.2
CUST-002192,2022-06-20,Asia Pacific,Basic,Manufacturing,Mid-Market,32.95,30,False,39,1,15.5
CUST-002193,2023-01-07,Europe,Pro,Education,Startup,143.65,24,False,49,6,24.3
CUST-002194,2022-04-29,Europe,Basic,Retail,SMB,36.09,32,False,39,1,35.9
CUST-002195,2021-05-08,North America,Pro,Technology,SMB,130.87,44,False,20,4,46.8
CUST-002196,2021-08-31,North America,Pro,Retail,Startup,162.05,40,False,8,2,23.8
CUST-002197,2023-08-12,Europe,Basic,Retail,Enterprise,48.73,16,False,48,4,11.1
CUST-002198,2022-09-21,Asia Pacific,Pro,Manufacturing,SMB,137.39,27,False,23,2,29.9
CUST-002199,2021-11-24,Europe,Enterprise,Education,Startup,507.29,37,False,25,2,31.1
CUST-002200,2023-04-11,North America,Enterprise,Finance,Startup,494.99,21,False,14,3,51.9
CUST-002201,2023-10-27,Latin America,Basic,Retail,Enterprise,42.53,14,False,3,3,69.8
CUST-002202,2022-09-29,North America,Basic,Finance,Mid-Market,54.75,27,True,67,1,53.2
CUST-002203,2021-08-29,North America,Pro,Healthcare,Mid-Market,144.78,40,False,21,3,42.6
CUST-002204,2022-08-28,North America,Basic,Retail,Startup,39.37,28,False,-4,2,23.2
CUST-002205,2023-01-23,Europe,Enterprise,Finance,Mid-Market,505.95,23,False,38,1,23.8
CUST-002206,2022-03-29,Asia Pacific,Basic,Healthcare,SMB,47.59,33,False,32,2,45.8
CUST-002207,2022-03-25,North America,Basic,Manufacturing,Mid-Market,56.46,33,False,-2,3,31.6
CUST-002208,2021-10-01,Asia Pacific,Basic,Education,Enterprise,44.97,39,False,57,1,12.1
CUST-002209,2023-09-07,North America,Basic,Retail,Startup,59.19,16,False,48,4,46.2
CUST-002210,2021-11-10,Asia Pacific,Pro,Education,SMB,149.14,38,False,51,3,34.9
CUST-002211,2023-07-21,Asia Pacific,Basic,Healthcare,Startup,59.59,17,False,40,1,32.5
CUST-002212,2023-02-05,Asia Pacific,Basic,Education,SMB,59.27,23,False,8,3,25.6
CUST-002213,2023-05-02,North America,Basic,Education,SMB,61.36,20,False,33,2,3.1
CUST-002214,2024-01-30,Latin America,Pro,Technology,Enterprise,149.68,11,False,25,2,17.5
CUST-002215,2023-08-23,Europe,Basic,Healthcare,SMB,52.83,16,False,21,0,21.1
CUST-002216,2024-01-06,North America,Pro,Education,Mid-Market,146.69,12,False,67,4,32.4
CUST-002217,2022-03-24,Asia Pacific,Pro,Finance,Mid-Market,140.02,33,False,15,3,8.2
CUST-002218,2022-05-22,North America,Pro,Healthcare,Enterprise,169.03,31,False,25,2,19.5
CUST-002219,2021-06-17,Asia Pacific,Enterprise,Technology,SMB,491.48,43,False,35,5,21.0
CUST-002220,2023-12-13,North America,Enterprise,Retail,SMB,508.05,12,True,42,2,33.1
CUST-002221,2023-07-04,Europe,Enterprise,Manufacturing,Startup,506.26,18,False,68,2,72.0
CUST-002222,2023-12-18,Europe,Basic,Education,Startup,50.81,12,False,31,2,69.9
CUST-002223,2023-01-11,North America,Basic,Finance,Mid-Market,47.45,24,False,40,0,14.9
CUST-002224,2021-06-09,North America,Basic,Technology,Startup,47.55,43,False,10,3,35.5
CUST-002225,2024-03-01,North America,Enterprise,Healthcare,SMB,492.43,10,False,46,5,47.0
CUST-002226,2021-08-18,Europe,Enterprise,Manufacturing,Startup,499.94,41,False,73,1,40.6
CUST-002227,2021-05-07,North America,Enterprise,Manufacturing,Mid-Market,487.19,44,False,26,1,22.9
CUST-002228,2024-01-27,Europe,Basic,Education,SMB,56.47,11,False,51,1,45.1
CUST-002229,2023-11-02,North America,Enterprise,Technology,Startup,496.71,14,False,6,2,22.6
CUST-002230,2022-02-19,North America,Basic,Technology,SMB,39.38,34,False,28,7,4.3
CUST-002231,2024-03-18,Europe,Basic,Finance,SMB,36.24,9,False,29,2,24.6
CUST-002232,2024-01-05,North America,Basic,Retail,Mid-Market,47.68,12,False,42,0,20.0
CUST-002233,2021-11-03,Asia Pacific,Basic,Retail,SMB,48.03,38,False,32,5,36.2
CUST-002234,2021-12-03,Asia Pacific,Pro,Retail,Mid-Market,143.82,37,False,57,2,31.3
CUST-002235,2022-11-03,Europe,Basic,Manufacturing,Startup,54.02,26,False,24,1,13.7
CUST-002236,2023-12-02,Europe,Basic,Manufacturing,Startup,52.48,13,False,49,1,23.0
CUST-002237,2023-06-24,Asia Pacific,Pro,Healthcare,Startup,149.57,18,False,38,1,16.3
CUST-002238,2021-08-27,North America,Enterprise,Manufacturing,SMB,489.74,40,False,13,2,70.4
CUST-002239,2022-02-25,North America,Pro,Manufacturing,Mid-Market,141.6,34,False,-9,1,51.9
CUST-002240,2024-04-09,North America,Basic,Technology,Startup,35.03,8,False,37,0,31.9
CUST-002241,2023-09-29,Asia Pacific,Pro,Healthcare,Mid-Market,147.09,15,False,21,5,57.7
CUST-002242,2021-07-06,North America,Enterprise,Technology,SMB,504.61,42,False,40,3,34.8
CUST-002243,2023-11-12,Europe,Basic,Finance,Enterprise,36.89,13,False,9,3,16.8
CUST-002244,2023-07-02,Latin America,Pro,Finance,Mid-Market,143.39,18,False,45,1,21.0
CUST-002245,2021-04-24,Asia Pacific,Basic,Healthcare,Mid-Market,48.47,44,False,66,2,20.3
CUST-002246,2023-07-18,Europe,Basic,Healthcare,SMB,54.59,17,False,30,1,43.8
CUST-002247,2021-09-28,North America,Pro,Manufacturing,Enterprise,134.23,39,False,-4,3,23.8
CUST-002248,2023-11-18,Asia Pacific,Enterprise,Finance,Enterprise,521.2,13,False,33,3,43.2
CUST-002249,2023-05-01,Europe,Basic,Education,SMB,56.53,20,False,20,0,74.6
CUST-002250,2023-07-25,North America,Pro,Retail,SMB,143.01,17,False,16,2,1.6
CUST-002251,2024-02-29,North America,Enterprise,Manufacturing,SMB,488.3,10,False,30,3,52.6
CUST-002252,2021-04-29,Asia Pacific,Enterprise,Retail,SMB,501.84,44,False,54,4,21.9
CUST-002253,2024-02-19,Europe,Basic,Finance,SMB,53.72,10,False,23,0,49.0
CUST-002254,2023-08-05,Asia Pacific,Enterprise,Retail,SMB,489.1,17,False,48,2,51.9
CUST-002255,2022-09-24,Asia Pacific,Basic,Education,Enterprise,37.86,27,False,30,3,4.7
CUST-002256,2021-02-14,Europe,Pro,Education,SMB,140.07,47,False,33,2,13.5
CUST-002257,2023-03-22,Europe,Basic,Technology,Mid-Market,49.65,21,False,56,3,36.2
CUST-002258,2022-06-06,North America,Basic,Healthcare,SMB,49.77,31,False,29,5,36.0
CUST-002259,2021-01-07,North America,Pro,Retail,Mid-Market,170.64,48,False,50,1,11.0
CUST-002260,2022-03-23,North America,Basic,Education,SMB,27.35,33,False,30,1,34.4
CUST-002261,2024-03-30,Asia Pacific,Basic,Healthcare,Mid-Market,42.28,9,False,46,0,8.8
CUST-002262,2021-05-30,Europe,Basic,Healthcare,SMB,43.71,43,False,29,2,30.6
CUST-002263,2021-04-03,Asia Pacific,Pro,Technology,SMB,153.86,45,True,38,5,15.6
CUST-002264,2023-05-18,North America,Basic,Healthcare,Mid-Market,54.27,19,False,40,0,56.0
CUST-002265,2022-12-07,Europe,Pro,Healthcare,Startup,147.0,25,False,48,3,20.9
CUST-002266,2021-05-11,Europe,Basic,Manufacturing,SMB,64.11,44,False,44,4,6.7
CUST-002267,2024-01-14,Europe,Basic,Finance,Startup,37.84,11,False,18,4,27.1
CUST-002268,2021-05-04,Europe,Basic,Technology,Mid-Market,42.04,44,False,71,2,23.8
CUST-002269,2021-05-22,North America,Basic,Technology,SMB,35.84,43,False,35,2,57.9
CUST-002270,2023-08-25,Europe,Basic,Retail,Mid-Market,47.53,16,False,53,1,45.2
CUST-002271,2021-03-06,North America,Basic,Healthcare,Startup,45.68,46,False,-12,4,29.4
CUST-002272,2022-08-11,North America,Enterprise,Retail,SMB,506.86,29,False,51,7,24.4
CUST-002273,2023-04-18,Europe,Pro,Manufacturing,Mid-Market,167.53,20,False,50,1,30.0
CUST-002274,2022-01-04,Europe,Basic,Education,Startup,63.91,36,False,39,4,7.0
CUST-002275,2021-10-05,Latin America,Basic,Healthcare,Mid-Market,36.77,39,False,-10,1,40.5
CUST-002276,2023-05-11,Europe,Enterprise,Education,Startup,499.53,20,False,20,2,44.1
CUST-002277,2023-02-06,Europe,Basic,Finance,SMB,56.74,23,False,14,1,9.1
CUST-002278,2023-02-23,Europe,Basic,Manufacturing,SMB,55.68,22,False,58,1,35.9
CUST-002279,2023-07-08,Europe,Pro,Healthcare,SMB,172.14,18,False,10,2,65.9
CUST-002280,2023-02-13,North America,Pro,Retail,Mid-Market,146.8,22,False,46,3,54.1
CUST-002281,2023-02-09,North America,Pro,Retail,Mid-Market,149.78,23,False,29,3,12.6
CUST-002282,2021-06-14,North America,Basic,Healthcare,SMB,71.41,43,False,56,3,46.3
CUST-002283,2024-01-10,Europe,Basic,Retail,SMB,53.2,11,False,39,0,35.5
CUST-002284,2021-09-30,North America,Pro,Healthcare,Startup,143.03,39,False,22,1,42.1
CUST-002285,2022-12-14,North America,Basic,Technology,Mid-Market,39.25,24,False,19,4,44.2
CUST-002286,2021-08-31,North America,Pro,Retail,Mid-Market,151.09,40,False,26,1,27.1
CUST-002287,2022-01-01,Latin America,Pro,Healthcare,Startup,159.67,36,False,-26,0,6.5
CUST-002288,2024-01-06,North America,Basic,Healthcare,Startup,59.54,12,False,70,5,23.0
CUST-002289,2023-03-16,Europe,Enterprise,Retail,Startup,490.28,21,False,61,2,37.8
CUST-002290,2023-12-20,North America,Pro,Technology,Enterprise,150.03,12,False,36,3,65.7
CUST-002291,2021-09-18,Europe,Pro,Retail,Mid-Market,144.49,40,False,53,2,10.2
CUST-002292,2022-04-02,North America,Basic,Healthcare,SMB,47.52,33,False,34,2,36.5
CUST-002293,2021-01-08,North America,Basic,Technology,SMB,58.06,48,False,43,4,24.6
CUST-002294,2021-02-16,Europe,Basic,Education,SMB,48.5,47,False,54,7,25.8
CUST-002295,2022-09-04,North America,Basic,Finance,SMB,55.52,28,True,30,2,22.4
CUST-002296,2023-08-07,North America,Enterprise,Retail,Mid-Market,505.82,17,True,50,2,65.4
CUST-002297,2024-01-21,North America,Basic,Manufacturing,SMB,42.89,11,False,0,6,15.1
CUST-002298,2023-05-19,North America,Basic,Healthcare,Mid-Market,61.29,19,False,39,1,20.1
CUST-002299,2023-12-26,North America,Basic,Technology,SMB,38.05,12,False,34,2,45.3
CUST-002300,2023-02-16,North America,Pro,Technology,Startup,136.37,22,False,28,3,11.8
CUST-002301,2022-04-16,Asia Pacific,Basic,Education,Mid-Market,44.22,33,False,30,4,18.3
CUST-002302,2022-05-22,Europe,Basic,Retail,SMB,39.25,31,False,30,2,9.3
CUST-002303,2023-08-02,Europe,Basic,Manufacturing,Enterprise,55.05,17,False,57,5,53.9
CUST-002304,2022-12-10,North America,Enterprise,Technology,SMB,524.63,25,False,33,2,25.7
CUST-002305,2021-11-14,Asia Pacific,Basic,Education,SMB,60.28,38,False,91,4,8.5
CUST-002306,2022-07-19,North America,Enterprise,Healthcare,Mid-Market,490.83,29,False,16,4,37.1
CUST-002307,2022-01-22,North America,Pro,Education,SMB,139.02,35,False,46,4,9.9
CUST-002308,2021-08-20,Europe,Basic,Retail,SMB,58.77,40,False,52,3,39.8
CUST-002309,2021-03-07,North America,Pro,Education,Enterprise,137.16,46,True,27,2,43.9
CUST-002310,2023-05-09,North America,Basic,Technology,SMB,39.15,20,False,10,6,14.5
CUST-002311,2021-02-02,Europe,Enterprise,Technology,SMB,502.69,47,False,25,3,56.2
CUST-002312,2022-05-08,Asia Pacific,Pro,Finance,Mid-Market,143.58,32,False,8,0,21.6
CUST-002313,2022-02-27,Europe,Basic,Education,Startup,50.19,34,False,18,2,38.1
CUST-002314,2021-05-18,Europe,Basic,Healthcare,Startup,45.69,44,False,42,6,50.4
CUST-002315,2021-07-26,Latin America,Basic,Manufacturing,SMB,48.72,41,False,86,5,14.9
CUST-002316,2021-03-10,North America,Enterprise,Manufacturing,Startup,507.74,46,False,69,5,37.2
CUST-002317,2023-07-04,North America,Basic,Retail,Enterprise,55.22,18,False,22,2,20.5
CUST-002318,2021-04-10,North America,Pro,Finance,SMB,158.17,45,False,53,4,24.6
CUST-002319,2022-05-17,North America,Basic,Education,SMB,55.39,31,False,27,1,41.4
CUST-002320,2021-04-01,North America,Enterprise,Healthcare,Startup,506.08,45,False,17,3,24.2
CUST-002321,2023-04-04,Asia Pacific,Basic,Finance,SMB,48.98,21,False,33,4,29.1
CUST-002322,2023-06-18,Europe,Pro,Technology,Mid-Market,134.46,18,False,-8,1,23.7
CUST-002323,2022-04-25,Europe,Basic,Retail,SMB,47.93,32,False,1,2,71.3
CUST-002324,2024-01-11,North America,Pro,Education,Mid-Market,152.16,11,False,53,3,33.7
CUST-002325,2022-03-21,Asia Pacific,Basic,Manufacturing,SMB,49.74,33,False,62,1,42.7
CUST-002326,2021-04-26,Latin America,Basic,Healthcare,Mid-Market,53.2,44,True,-14,4,19.2
CUST-002327,2021-10-14,Asia Pacific,Basic,Technology,SMB,69.61,39,True,64,2,26.3
CUST-002328,2023-10-29,North America,Pro,Finance,SMB,143.98,14,False,58,3,15.3
CUST-002329,2022-08-16,Europe,Basic,Retail,Mid-Market,44.95,28,False,28,3,32.1
CUST-002330,2022-04-25,North America,Pro,Finance,Startup,161.09,32,False,44,3,72.8
CUST-002331,2024-03-25,North America,Basic,Manufacturing,SMB,50.25,9,False,71,4,22.0
CUST-002332,2022-10-16,North America,Enterprise,Finance,Startup,503.55,26,False,59,2,46.1
CUST-002333,2024-03-28,Europe,Enterprise,Healthcare,SMB,493.08,9,False,44,4,66.6
CUST-002334,2022-10-19,Europe,Pro,Technology,Mid-Market,141.68,26,False,22,3,8.1
CUST-002335,2022-05-01,North America,Basic,Education,Startup,36.93,32,False,26,3,35.4
CUST-002336,2022-09-11,North America,Basic,Healthcare,Enterprise,50.72,28,False,48,2,38.9
CUST-002337,2021-10-21,Europe,Basic,Manufacturing,SMB,39.21,38,False,45,3,29.0
CUST-002338,2023-12-04,North America,Basic,Retail,Enterprise,37.99,13,False,58,2,15.9
CUST-002339,2022-03-29,North America,Pro,Manufacturing,Startup,155.61,33,False,6,0,27.3
CUST-002340,2023-04-27,North America,Pro,Manufacturing,Enterprise,142.65,20,False,43,4,17.2
CUST-002341,2022-09-08,Asia Pacific,Enterprise,Finance,Startup,487.0,28,False,49,4,78.1
CUST-002342,2022-07-18,North America,Basic,Retail,SMB,35.97,29,False,30,3,19.3
CUST-002343,2021-05-05,North America,Pro,Healthcare,Enterprise,158.12,44,False,82,1,37.9
CUST-002344,2024-02-15,North America,Basic,Manufacturing,Startup,47.93,10,False,17,2,12.8
CUST-002345,2021-12-25,Asia Pacific,Pro,Healthcare,Startup,145.01,36,False,33,4,11.4
CUST-002346,2023-05-25,Europe,Basic,Education,Mid-Market,50.71,19,False,49,6,13.5
CUST-002347,2024-02-13,Europe,Basic,Finance,SMB,49.76,10,False,52,2,8.3
CUST-002348,2023-10-13,North America,Basic,Healthcare,SMB,43.71,14,False,30,0,20.2
CUST-002349,2021-04-07,Europe,Pro,Retail,Startup,145.66,45,False,30,3,17.3
CUST-002350,2022-12-07,North America,Enterprise,Manufacturing,Mid-Market,506.31,25,False,48,3,64.7
CUST-002351,2023-02-20,Europe,Basic,Education,Startup,57.25,22,False,44,1,26.2
CUST-002352,2023-12-11,Asia Pacific,Basic,Retail,Enterprise,40.62,12,False,36,1,38.3
CUST-002353,2022-10-15,Europe,Basic,Finance,Mid-Market,61.8,26,False,-2,3,11.8
CUST-002354,2023-05-03,Asia Pacific,Pro,Education,Mid-Market,169.09,20,False,37,1,41.6
CUST-002355,2023-04-17,Europe,Basic,Education,Startup,46.09,20,False,67,2,21.6
CUST-002356,2021-11-02,North America,Pro,Education,Mid-Market,145.85,38,False,46,2,22.3
CUST-002357,2022-09-07,Asia Pacific,Enterprise,Manufacturing,SMB,490.02,28,False,19,3,20.9
CUST-002358,2023-02-10,North America,Enterprise,Technology,Mid-Market,492.31,23,False,5,0,43.3
CUST-002359,2022-01-12,Europe,Basic,Education,SMB,52.23,36,False,54,4,18.7
CUST-002360,2024-01-07,North America,Enterprise,Retail,Mid-Market,522.17,11,False,25,3,23.3
CUST-002361,2023-08-28,North America,Pro,Retail,SMB,156.28,16,False,61,3,11.1
