transaction_id,customer_id,transaction_date,transaction_type,amount
TXN-00013292,CUST-003246,2024-08-07,Upgrade,247.57
TXN-00013293,CUST-004371,2024-09-20,Renewal,144.84
TXN-00013294,CUST-000777,2023-10-04,Upgrade,294.98
TXN-00013295,CUST-001985,2024-05-12,Renewal,144.1
TXN-00013296,CUST-004742,2023-05-08,Add-on,21.86
TXN-00013297,CUST-003666,2023-04-08,Add-on,59.41
TXN-00013298,CUST-003580,2023-09-10,Upgrade,68.16
TXN-00013299,CUST-001189,2024-02-21,Subscription,49.65
TXN-00013300,CUST-003323,2023-08-15,Subscription,42.63
TXN-00013301,CUST-002125,2023-09-05,Upgrade,75.47
TXN-00013302,CUST-003627,2024-04-15,Renewal,52.0
TXN-00013303,CUST-003679,2024-09-16,Upgrade,207.03
TXN-00013304,CUST-003106,2023-06-19,Upgrade,249.94
TXN-00013305,CUST-003436,2023-06-27,Upgrade,70.68
TXN-00013306,CUST-002414,2023-08-14,Renewal,155.25
TXN-00013307,CUST-001595,2023-10-14,Subscription,157.53
TXN-00013308,CUST-001278,2023-04-20,Upgrade,66.43
TXN-00013309,CUST-002796,2023-01-04,Renewal,50.14
TXN-00013310,CUST-001235,2023-09-02,Renewal,39.39
TXN-00013311,CUST-003256,2024-11-18,Upgrade,952.33
TXN-00013312,CUST-004151,2023-11-12,Upgrade,203.87
TXN-00013313,CUST-002128,2024-03-21,Subscription,51.59
TXN-00013314,CUST-004302,2024-08-16,Renewal,46.86
TXN-00013315,CUST-001322,2024-09-06,Subscription,158.79
TXN-00013316,CUST-002756,2024-01-31,Add-on,35.57
TXN-00013317,CUST-000152,2024-04-01,Add-on,21.34
TXN-00013318,CUST-003114,2023-08-07,Subscription,149.42
TXN-00013319,CUST-001618,2023-08-26,Add-on,13.72
TXN-00013320,CUST-003417,2023-04-13,Subscription,147.97
TXN-00013321,CUST-001120,2023-03-25,Upgrade,275.2
TXN-00013322,CUST-004582,2024-02-23,Upgrade,185.44
TXN-00013323,CUST-004333,2024-12-30,Subscription,53.19
TXN-00013324,CUST-001385,2024-03-30,Subscription,44.85
TXN-00013325,CUST-002937,2024-03-29,Renewal,151.12
TXN-00013326,CUST-001666,2023-06-03,Renewal,152.26
TXN-00013327,CUST-003202,2024-01-29,Subscription,39.7
TXN-00013328,CUST-002358,2024-09-21,Add-on,129.69
TXN-00013329,CUST-002573,2024-01-25,Renewal,41.1
TXN-00013330,CUST-000010,2023-01-24,Renewal,55.12
TXN-00013331,CUST-003570,2024-07-08,Renewal,52.26
TXN-00013332,CUST-003485,2023-10-06,Renewal,153.82
TXN-00013333,CUST-004878,2023-07-30,Renewal,45.59
TXN-00013334,CUST-004773,2024-11-20,Subscription,47.8
TXN-00013335,CUST-004703,2024-05-18,Upgrade,213.19
TXN-00013336,CUST-003996,2024-03-23,Upgrade,251.43
TXN-00013337,CUST-000615,2024-06-20,Subscription,44.0
TXN-00013338,CUST-001819,2023-12-17,Upgrade,611.04
TXN-00013339,CUST-003263,2023-11-26,Subscription,140.35
TXN-00013340,CUST-000001,2023-01-22,Upgrade,85.79
TXN-00013341,CUST-000629,2024-05-26,Renewal,154.02
TXN-00013342,CUST-004327,2024-06-03,Add-on,58.69
TXN-00013343,CUST-000515,2024-09-22,Renewal,47.86
TXN-00013344,CUST-002750,2024-02-02,Add-on,61.32
TXN-00013345,CUST-003098,2024-03-28,Subscription,54.85
TXN-00013346,CUST-000765,2024-09-13,Add-on,161.86
TXN-00013347,CUST-004600,2023-07-30,Upgrade,65.43
TXN-00013348,CUST-001634,2024-01-17,Upgrade,285.17
TXN-00013349,CUST-000662,2023-05-28,Subscription,46.68
TXN-00013350,CUST-003869,2024-12-21,Upgrade,227.31
TXN-00013351,CUST-000284,2023-03-21,Renewal,499.86
TXN-00013352,CUST-004082,2024-09-07,Subscription,53.51
TXN-00013353,CUST-001589,2024-12-16,Renewal,54.85
TXN-00013354,CUST-001468,2024-11-30,Renewal,41.73
TXN-00013355,CUST-000707,2024-01-22,Renewal,489.38
TXN-00013356,CUST-002296,2023-06-22,Renewal,492.22
TXN-00013357,CUST-000343,2024-02-18,Subscription,43.85
TXN-00013358,CUST-001753,2023-08-01,Upgrade,86.21
TXN-00013359,CUST-002810,2023-08-12,Add-on,8.84
TXN-00013360,CUST-003566,2023-11-18,Renewal,148.01
TXN-00013361,CUST-002518,2023-12-28,Upgrade,75.85
TXN-00013362,CUST-003621,2024-02-19,Renewal,501.04
TXN-00013363,CUST-002223,2023-10-08,Add-on,18.34
TXN-00013364,CUST-003725,2023-09-12,Add-on,213.51
TXN-00013365,CUST-000939,2023-10-25,Renewal,50.42
TXN-00013366,CUST-004566,2023-08-25,Subscription,47.55
TXN-00013367,CUST-000876,2024-01-24,Upgrade,70.06
TXN-00013368,CUST-001367,2024-09-06,Renewal,40.94
TXN-00013369,CUST-002594,2024-04-25,Add-on,57.48
TXN-00013370,CUST-003016,2023-01-25,Renewal,145.01
TXN-00013371,CUST-000446,2024-12-03,Renewal,44.75
TXN-00013372,CUST-000969,2024-07-30,Add-on,186.57
TXN-00013373,CUST-001049,2023-09-07,Add-on,35.32
TXN-00013374,CUST-003377,2024-10-22,Subscription,55.95
TXN-00013375,CUST-003852,2024-12-15,Add-on,17.2
TXN-00013376,CUST-000037,2023-03-08,Add-on,68.39
TXN-00013377,CUST-000027,2024-04-08,Upgrade,81.29
TXN-00013378,CUST-002579,2024-12-31,Renewal,496.44
TXN-00013379,CUST-003110,2023-01-23,Add-on,17.75
TXN-00013380,CUST-002739,2024-02-03,Upgrade,230.74
TXN-00013381,CUST-004346,2024-08-08,Add-on,133.68
TXN-00013382,CUST-001605,2023-12-20,Renewal,151.11
TXN-00013383,CUST-002335,2024-01-04,Add-on,10.11
TXN-00013384,CUST-000239,2024-01-26,Add-on,18.64
TXN-00013385,CUST-003851,2023-01-21,Upgrade,930.69
TXN-00013386,CUST-001482,2024-05-17,Add-on,6.02
TXN-00013387,CUST-001932,2024-03-22,Upgrade,87.08
TXN-00013388,CUST-002663,2024-04-01,Renewal,153.71
TXN-00013389,CUST-001784,2024-03-10,Subscription,46.22
TXN-00013390,CUST-004578,2023-04-02,Subscription,154.92
TXN-00013391,CUST-000016,2024-03-23,Add-on,23.54
TXN-00013392,CUST-000533,2023-09-19,Subscription,146.38
TXN-00013393,CUST-004652,2023-12-23,Subscription,52.67
TXN-00013394,CUST-003282,2023-08-23,Subscription,502.99
TXN-00013395,CUST-001638,2023-10-03,Add-on,64.51
TXN-00013396,CUST-002277,2024-01-11,Renewal,47.96
TXN-00013397,CUST-004785,2023-09-24,Renewal,153.19
TXN-00013398,CUST-003756,2024-05-05,Upgrade,811.78
TXN-00013399,CUST-004328,2023-06-11,Upgrade,95.4
TXN-00013400,CUST-004512,2023-06-22,Add-on,24.16
TXN-00013401,CUST-001194,2023-08-13,Subscription,498.34
TXN-00013402,CUST-000769,2024-08-22,Add-on,19.35
TXN-00013403,CUST-000049,2024-10-22,Renewal,54.87
TXN-00013404,CUST-004160,2024-06-13,Renewal,43.12
TXN-00013405,CUST-003329,2024-09-05,Add-on,135.39
TXN-00013406,CUST-004644,2024-06-27,Renewal,53.0
TXN-00013407,CUST-002071,2023-07-20,Renewal,46.79
TXN-00013408,CUST-000696,2023-02-07,Subscription,42.23
TXN-00013409,CUST-003817,2024-01-26,Add-on,23.91
TXN-00013410,CUST-004680,2024-01-09,Subscription,46.25
TXN-00013411,CUST-001728,2023-02-19,Renewal,49.46
TXN-00013412,CUST-003695,2023-08-23,Subscription,142.42
TXN-00013413,CUST-004103,2023-04-03,Upgrade,60.92
TXN-00013414,CUST-001782,2024-12-25,Upgrade,61.76
TXN-00013415,CUST-000826,2023-06-12,Subscription,58.14
TXN-00013416,CUST-000477,2023-04-05,Upgrade,85.81
TXN-00013417,CUST-001681,2024-09-22,Add-on,68.51
TXN-00013418,CUST-002965,2024-12-13,Renewal,146.79
TXN-00013419,CUST-003404,2024-07-20,Add-on,45.07
TXN-00013420,CUST-003508,2023-02-21,Subscription,152.21
TXN-00013421,CUST-000378,2023-09-14,Upgrade,64.58
TXN-00013422,CUST-004059,2023-03-23,Renewal,45.99
TXN-00013423,CUST-002049,2024-06-21,Add-on,18.1
TXN-00013424,CUST-000397,2023-09-19,Renewal,44.3
TXN-00013425,CUST-000639,2024-04-08,Subscription,52.05
TXN-00013426,CUST-000946,2023-06-02,Upgrade,60.95
TXN-00013427,CUST-004410,2023-10-28,Add-on,26.09
TXN-00013428,CUST-002728,2023-05-26,Add-on,20.45
TXN-00013429,CUST-004041,2024-03-22,Renewal,46.42
TXN-00013430,CUST-004398,2023-10-13,Upgrade,79.17
TXN-00013431,CUST-003845,2023-07-10,Upgrade,61.01
TXN-00013432,CUST-002405,2023-08-23,Upgrade,66.4
TXN-00013433,CUST-000152,2024-02-24,Upgrade,81.02
TXN-00013434,CUST-000722,2023-11-16,Upgrade,67.92
TXN-00013435,CUST-001844,2023-06-20,Add-on,5.9
TXN-00013436,CUST-003252,2024-06-17,Add-on,227.44
TXN-00013437,CUST-001613,2023-03-10,Upgrade,67.91
TXN-00013438,CUST-004277,2023-08-26,Add-on,20.12
TXN-00013439,CUST-003724,2023-04-05,Add-on,13.18
TXN-00013440,CUST-004885,2024-09-27,Renewal,52.62
TXN-00013441,CUST-004328,2023-02-23,Subscription,44.25
TXN-00013442,CUST-000495,2024-08-09,Add-on,16.71
TXN-00013443,CUST-003853,2024-11-01,Subscription,55.81
TXN-00013444,CUST-001821,2023-06-30,Add-on,17.77
TXN-00013445,CUST-004855,2023-10-23,Add-on,74.58
TXN-00013446,CUST-001131,2024-07-15,Renewal,47.42
TXN-00013447,CUST-001615,2024-04-26,Upgrade,89.66
TXN-00013448,CUST-000331,2024-03-09,Renewal,53.13
TXN-00013449,CUST-002844,2023-06-21,Upgrade,80.46
TXN-00013450,CUST-003108,2023-08-30,Subscription,46.5
TXN-00013451,CUST-004682,2023-01-18,Upgrade,62.14
TXN-00013452,CUST-003678,2023-07-20,Upgrade,211.16
TXN-00013453,CUST-001386,2024-09-09,Add-on,27.24
TXN-00013454,CUST-002191,2024-12-30,Upgrade,211.44
TXN-00013455,CUST-002305,2023-03-20,Renewal,43.53
TXN-00013456,CUST-000972,2023-03-10,Subscription,41.84
TXN-00013457,CUST-002741,2023-04-14,Renewal,155.46
TXN-00013458,CUST-000316,2023-10-03,Subscription,41.58
TXN-00013459,CUST-004255,2023-07-03,Renewal,148.58
TXN-00013460,CUST-000813,2024-06-30,Upgrade,292.46
TXN-00013461,CUST-000411,2023-05-08,Renewal,143.56
TXN-00013462,CUST-004627,2024-04-18,Renewal,151.99
TXN-00013463,CUST-003301,2024-07-20,Add-on,44.13
TXN-00013464,CUST-004108,2024-01-13,Renewal,145.04
TXN-00013465,CUST-004914,2023-07-03,Renewal,148.73
TXN-00013466,CUST-000594,2023-06-06,Upgrade,659.02
TXN-00013467,CUST-003093,2024-06-30,Upgrade,238.15
TXN-00013468,CUST-002873,2023-07-11,Renewal,502.14
TXN-00013469,CUST-003194,2023-09-09,Subscription,44.49
TXN-00013470,CUST-002067,2023-01-09,Upgrade,75.49
TXN-00013471,CUST-000017,2023-11-30,Add-on,15.96
TXN-00013472,CUST-001979,2023-06-25,Add-on,51.74
TXN-00013473,CUST-004007,2023-10-06,Renewal,53.12
TXN-00013474,CUST-003964,2024-06-09,Renewal,47.71
TXN-00013475,CUST-004662,2023-01-22,Upgrade,97.76
TXN-00013476,CUST-001214,2024-05-27,Renewal,45.36
TXN-00013477,CUST-001670,2024-05-31,Subscription,47.39
TXN-00013478,CUST-002706,2023-02-28,Upgrade,85.61
TXN-00013479,CUST-001660,2024-02-08,Subscription,43.53
TXN-00013480,CUST-003898,2023-05-19,Upgrade,203.5
TXN-00013481,CUST-001719,2023-06-21,Upgrade,73.51
TXN-00013482,CUST-003349,2023-02-19,Add-on,16.57
TXN-00013483,CUST-001333,2024-04-25,Subscription,146.36
TXN-00013484,CUST-002036,2023-06-09,Upgrade,259.97
TXN-00013485,CUST-002653,2023-05-16,Upgrade,59.65
TXN-00013486,CUST-001874,2023-09-05,Upgrade,97.26
TXN-00013487,CUST-002889,2024-09-15,Subscription,51.64
TXN-00013488,CUST-004358,2024-01-12,Renewal,47.45
TXN-00013489,CUST-002342,2024-08-10,Upgrade,93.3
TXN-00013490,CUST-004581,2023-10-13,Add-on,14.39
TXN-00013491,CUST-002183,2024-04-18,Upgrade,268.33
TXN-00013492,CUST-003168,2023-09-09,Add-on,54.51
TXN-00013493,CUST-002991,2024-04-10,Subscription,150.12
TXN-00013494,CUST-004680,2023-06-29,Add-on,11.5
TXN-00013495,CUST-004511,2024-12-28,Add-on,39.78
TXN-00013496,CUST-000757,2023-04-23,Add-on,23.21
TXN-00013497,CUST-002725,2024-12-31,Add-on,107.18
TXN-00013498,CUST-003382,2023-09-12,Add-on,23.86
TXN-00013499,CUST-004500,2023-06-15,Subscription,55.43
TXN-00013500,CUST-002503,2024-10-17,Upgrade,75.63
TXN-00013501,CUST-001558,2024-09-12,Add-on,18.88
TXN-00013502,CUST-004172,2023-02-13,Upgrade,722.88
TXN-00013503,CUST-003444,2023-03-10,Subscription,48.05
TXN-00013504,CUST-000249,2024-01-22,Add-on,20.36
TXN-00013505,CUST-002650,2023-05-20,Subscription,157.99
TXN-00013506,CUST-001276,2023-01-01,Subscription,151.2
TXN-00013507,CUST-001481,2023-10-22,Upgrade,200.76
TXN-00013508,CUST-000411,2024-04-16,Add-on,45.03
TXN-00013509,CUST-000628,2024-06-25,Renewal,48.52
TXN-00013510,CUST-004832,2024-05-16,Upgrade,664.39
TXN-00013511,CUST-002786,2024-11-24,Subscription,49.7
TXN-00013512,CUST-004664,2024-02-09,Upgrade,65.67
TXN-00013513,CUST-000970,2024-07-17,Upgrade,191.7
TXN-00013514,CUST-002962,2024-07-08,Upgrade,92.02
TXN-00013515,CUST-003964,2024-02-18,Renewal,40.4
TXN-00013516,CUST-001304,2024-06-21,Renewal,156.01
TXN-00013517,CUST-004638,2024-04-22,Upgrade,77.6
TXN-00013518,CUST-004251,2024-10-24,Add-on,19.52
TXN-00013519,CUST-002718,2024-06-16,Add-on,102.16
TXN-00013520,CUST-003972,2023-12-29,Subscription,144.54
TXN-00013521,CUST-004091,2024-09-12,Add-on,6.84
TXN-00013522,CUST-004230,2024-08-14,Renewal,160.23
TXN-00013523,CUST-003447,2024-02-19,Renewal,150.87
TXN-00013524,CUST-000341,2023-09-15,Add-on,71.46
TXN-00013525,CUST-003527,2024-06-20,Renewal,51.22
TXN-00013526,CUST-003330,2024-02-22,Subscription,50.62
TXN-00013527,CUST-004553,2023-06-20,Renewal,153.02
TXN-00013528,CUST-002800,2024-05-30,Renewal,55.32
TXN-00013529,CUST-002083,2024-05-26,Upgrade,71.22
TXN-00013530,CUST-004309,2023-05-10,Subscription,44.85
TXN-00013531,CUST-002886,2023-02-07,Upgrade,182.03
TXN-00013532,CUST-001548,2023-07-31,Upgrade,206.73
TXN-00013533,CUST-002721,2023-03-17,Add-on,31.91
TXN-00013534,CUST-003965,2024-09-06,Subscription,144.25
TXN-00013535,CUST-002954,2024-01-12,Renewal,42.29
TXN-00013536,CUST-002721,2023-11-02,Upgrade,206.52
TXN-00013537,CUST-004109,2023-04-29,Renewal,49.06
TXN-00013538,CUST-003602,2024-09-10,Add-on,73.36
TXN-00013539,CUST-003426,2024-02-27,Renewal,46.24
TXN-00013540,CUST-004573,2024-01-27,Add-on,14.79
TXN-00013541,CUST-004815,2024-01-20,Upgrade,931.55
TXN-00013542,CUST-000607,2023-11-03,Add-on,151.05
TXN-00013543,CUST-000980,2024-01-18,Renewal,152.91
TXN-00013544,CUST-002714,2023-01-25,Renewal,50.54
TXN-00013545,CUST-000660,2023-11-19,Subscription,152.7
TXN-00013546,CUST-004536,2024-05-13,Upgrade,82.96
TXN-00013547,CUST-003096,2023-07-23,Upgrade,900.83
TXN-00013548,CUST-002108,2023-01-17,Subscription,46.1
TXN-00013549,CUST-001456,2023-08-09,Upgrade,91.74
TXN-00013550,CUST-003140,2024-03-21,Add-on,22.54
TXN-00013551,CUST-004962,2024-10-15,Renewal,146.51
TXN-00013552,CUST-003709,2023-05-31,Upgrade,65.09
TXN-00013553,CUST-004291,2024-04-05,Add-on,46.56
TXN-00013554,CUST-001855,2024-08-27,Renewal,61.63
TXN-00013555,CUST-003393,2023-05-24,Renewal,499.03
TXN-00013556,CUST-002259,2024-10-26,Upgrade,234.72
TXN-00013557,CUST-003314,2023-11-06,Renewal,145.55
TXN-00013558,CUST-003115,2024-02-10,Upgrade,94.88
TXN-00013559,CUST-003891,2023-09-08,Subscription,52.62
TXN-00013560,CUST-003495,2023-05-26,Renewal,55.38
TXN-00013561,CUST-002506,2023-01-17,Upgrade,779.45
TXN-00013562,CUST-002186,2023-08-21,Upgrade,684.67
TXN-00013563,CUST-003364,2024-03-25,Subscription,61.43
TXN-00013564,CUST-003442,2023-09-16,Add-on,10.45
TXN-00013565,CUST-002275,2024-05-13,Renewal,57.19
TXN-00013566,CUST-003417,2024-02-13,Subscription,150.78
TXN-00013567,CUST-003835,2024-04-22,Subscription,499.36
TXN-00013568,CUST-003002,2024-12-30,Renewal,143.28
TXN-00013569,CUST-003711,2024-04-21,Upgrade,182.4
TXN-00013570,CUST-002783,2024-01-16,Renewal,501.5
TXN-00013571,CUST-003451,2023-07-29,Upgrade,211.73
TXN-00013572,CUST-002404,2024-04-19,Subscription,46.39
TXN-00013573,CUST-004307,2023-05-14,Upgrade,69.89
TXN-00013574,CUST-004489,2024-03-01,Upgrade,79.62
TXN-00013575,CUST-003545,2023-02-22,Renewal,54.25
TXN-00013576,CUST-001911,2023-09-09,Add-on,13.8
TXN-00013577,CUST-001578,2023-05-30,Subscription,47.02
TXN-00013578,CUST-003595,2024-10-17,Add-on,65.92
TXN-00013579,CUST-003032,2023-04-14,Renewal,149.66
TXN-00013580,CUST-004653,2023-10-30,Add-on,23.46
TXN-00013581,CUST-003791,2024-01-19,Subscription,503.82
TXN-00013582,CUST-004363,2023-02-24,Subscription,50.79
TXN-00013583,CUST-002868,2023-12-25,Renewal,40.34
TXN-00013584,CUST-004924,2024-04-21,Upgrade,198.84
TXN-00013585,CUST-002864,2024-01-31,Add-on,67.25
TXN-00013586,CUST-001008,2024-10-31,Upgrade,69.01
TXN-00013587,CUST-000422,2024-03-19,Subscription,47.8
TXN-00013588,CUST-004494,2023-03-21,Upgrade,64.23
TXN-00013589,CUST-001782,2024-09-04,Subscription,51.34
TXN-00013590,CUST-004792,2023-10-29,Subscription,152.32
TXN-00013591,CUST-001793,2023-12-30,Subscription,46.15
TXN-00013592,CUST-002109,2024-06-08,Renewal,497.79
TXN-00013593,CUST-000470,2024-07-18,Renewal,51.86
TXN-00013594,CUST-003297,2024-05-03,Upgrade,271.66
TXN-00013595,CUST-004897,2023-02-11,Renewal,140.86
TXN-00013596,CUST-003196,2024-05-05,Renewal,47.88
TXN-00013597,CUST-003142,2023-03-11,Upgrade,241.54
TXN-00013598,CUST-001631,2023-12-27,Upgrade,68.89
TXN-00013599,CUST-003664,2023-12-06,Add-on,20.53
TXN-00013600,CUST-000929,2023-07-18,Add-on,34.08
TXN-00013601,CUST-001954,2023-11-14,Add-on,6.33
TXN-00013602,CUST-004325,2024-06-02,Add-on,5.59
TXN-00013603,CUST-002239,2023-06-19,Subscription,150.13
TXN-00013604,CUST-002860,2023-01-12,Add-on,17.35
TXN-00013605,CUST-000037,2023-04-14,Subscription,140.56
TXN-00013606,CUST-000982,2023-05-30,Add-on,14.82
TXN-00013607,CUST-002450,2024-12-29,Renewal,54.31
TXN-00013608,CUST-000102,2024-07-29,Renewal,154.82
TXN-00013609,CUST-004189,2023-10-04,Upgrade,827.99
TXN-00013610,CUST-003458,2023-03-03,Upgrade,85.53
TXN-00013611,CUST-002753,2023-01-26,Add-on,21.79
TXN-00013612,CUST-000752,2024-06-05,Subscription,142.15
TXN-00013613,CUST-000667,2023-08-12,Subscription,143.93
TXN-00013614,CUST-000874,2024-10-07,Subscription,150.49
TXN-00013615,CUST-003343,2024-06-17,Add-on,6.05
TXN-00013616,CUST-001870,2024-01-16,Renewal,504.06
TXN-00013617,CUST-004064,2023-01-25,Subscription,41.08
TXN-00013618,CUST-004101,2024-04-04,Subscription,145.95
TXN-00013619,CUST-002387,2024-02-18,Renewal,50.29
TXN-00013620,CUST-004206,2023-12-09,Renewal,42.14
TXN-00013621,CUST-002089,2024-09-19,Subscription,48.86
TXN-00013622,CUST-000353,2024-04-16,Subscription,40.93
TXN-00013623,CUST-003679,2023-12-22,Upgrade,204.46
TXN-00013624,CUST-001949,2024-09-28,Renewal,491.71
TXN-00013625,CUST-003687,2023-12-01,Subscription,47.46
TXN-00013626,CUST-003837,2023-10-19,Add-on,62.33
TXN-00013627,CUST-000374,2024-01-12,Renewal,159.61
TXN-00013628,CUST-003015,2023-02-22,Subscription,146.51
TXN-00013629,CUST-004587,2024-06-13,Subscription,48.14
TXN-00013630,CUST-000479,2024-08-22,Renewal,148.25
TXN-00013631,CUST-004971,2023-05-07,Add-on,15.89
TXN-00013632,CUST-003430,2024-03-24,Add-on,8.39
TXN-00013633,CUST-001525,2024-05-14,Upgrade,79.0
TXN-00013634,CUST-003267,2024-03-19,Subscription,149.31
TXN-00013635,CUST-003371,2024-06-10,Renewal,47.91
TXN-00013636,CUST-001538,2023-02-07,Upgrade,702.15
TXN-00013637,CUST-004018,2024-11-13,Add-on,70.97
TXN-00013638,CUST-001011,2024-07-15,Add-on,28.83
TXN-00013639,CUST-003534,2024-08-02,Subscription,148.11
TXN-00013640,CUST-000560,2024-06-02,Subscription,156.48
TXN-00013641,CUST-003598,2023-03-10,Renewal,51.14
TXN-00013642,CUST-003354,2023-06-07,Renewal,148.4
TXN-00013643,CUST-001295,2024-01-22,Renewal,499.71
TXN-00013644,CUST-001422,2023-12-05,Add-on,23.31
TXN-00013645,CUST-002820,2024-11-07,Add-on,61.9
TXN-00013646,CUST-003876,2024-03-26,Renewal,52.03
TXN-00013647,CUST-000306,2024-10-12,Upgrade,222.11
TXN-00013648,CUST-003104,2023-10-01,Upgrade,93.92
TXN-00013649,CUST-004430,2023-05-28,Subscription,151.45
TXN-00013650,CUST-002341,2023-05-26,Renewal,498.22
TXN-00013651,CUST-001969,2023-07-21,Add-on,45.65
TXN-00013652,CUST-003492,2023-04-06,Subscription,52.85
TXN-00013653,CUST-004438,2024-09-23,Upgrade,87.56
TXN-00013654,CUST-001780,2024-01-29,Add-on,8.44
TXN-00013655,CUST-001525,2023-10-10,Upgrade,93.66
TXN-00013656,CUST-000620,2024-02-08,Upgrade,91.04
TXN-00013657,CUST-001151,2023-08-14,Upgrade,254.01
TXN-00013658,CUST-000782,2023-02-12,Add-on,9.05
TXN-00013659,CUST-001594,2023-02-15,Add-on,164.27
TXN-00013660,CUST-001277,2023-11-07,Add-on,13.45
TXN-00013661,CUST-001679,2023-01-13,Subscription,155.7
TXN-00013662,CUST-002363,2023-05-17,Renewal,150.67
TXN-00013663,CUST-000603,2023-07-19,Subscription,50.13
TXN-00013664,CUST-004352,2024-03-04,Subscription,40.78
TXN-00013665,CUST-001145,2024-08-05,Subscription,154.06
TXN-00013666,CUST-004335,2023-07-18,Renewal,55.23
TXN-00013667,CUST-000721,2024-03-03,Upgrade,66.62
TXN-00013668,CUST-000642,2023-06-05,Add-on,23.93
TXN-00013669,CUST-002376,2024-03-13,Subscription,47.86
TXN-00013670,CUST-001290,2024-07-14,Upgrade,62.74
TXN-00013671,CUST-003228,2024-08-04,Upgrade,62.7
TXN-00013672,CUST-002418,2023-09-19,Subscription,57.64
TXN-00013673,CUST-001512,2023-08-04,Add-on,67.97
TXN-00013674,CUST-002298,2023-01-01,Subscription,48.51
TXN-00013675,CUST-003793,2023-03-09,Renewal,48.21
TXN-00013676,CUST-002646,2023-06-17,Renewal,163.1
TXN-00013677,CUST-004292,2023-02-08,Renewal,141.31
TXN-00013678,CUST-001212,2023-09-29,Subscription,44.65
TXN-00013679,CUST-001126,2024-05-09,Add-on,16.9
TXN-00013680,CUST-004171,2023-03-09,Add-on,19.23
TXN-00013681,CUST-000543,2023-08-13,Upgrade,627.07
TXN-00013682,CUST-002020,2024-04-24,Upgrade,269.16
TXN-00013683,CUST-001560,2023-06-19,Upgrade,883.73
TXN-00013684,CUST-002238,2024-11-19,Subscription,497.82
TXN-00013685,CUST-001589,2024-05-20,Renewal,48.28
TXN-00013686,CUST-001462,2023-04-27,Subscription,149.12
TXN-00013687,CUST-002974,2023-03-23,Add-on,240.66
TXN-00013688,CUST-000143,2024-11-16,Renewal,152.79
TXN-00013689,CUST-000583,2024-04-15,Add-on,24.16
TXN-00013690,CUST-003112,2023-12-17,Add-on,11.37
TXN-00013691,CUST-000455,2024-09-23,Add-on,52.98
TXN-00013692,CUST-004908,2024-01-17,Subscription,50.88
TXN-00013693,CUST-001509,2024-04-25,Upgrade,773.96
TXN-00013694,CUST-002374,2023-09-22,Upgrade,251.96
TXN-00013695,CUST-004635,2024-08-13,Add-on,11.78
TXN-00013696,CUST-004402,2024-07-25,Upgrade,66.99
TXN-00013697,CUST-002985,2024-07-15,Upgrade,90.09
TXN-00013698,CUST-001604,2023-12-05,Subscription,148.0
TXN-00013699,CUST-000720,2024-10-08,Upgrade,89.88
TXN-00013700,CUST-001743,2024-11-11,Subscription,146.26
TXN-00013701,CUST-002997,2023-12-01,Add-on,21.64
TXN-00013702,CUST-004028,2024-06-23,Upgrade,71.31
TXN-00013703,CUST-000822,2023-06-09,Subscription,54.08
TXN-00013704,CUST-001568,2024-11-14,Add-on,36.42
TXN-00013705,CUST-001529,2024-11-29,Upgrade,70.54
TXN-00013706,CUST-004724,2024-08-26,Subscription,146.93
TXN-00013707,CUST-002623,2024-06-16,Renewal,48.7
TXN-00013708,CUST-000325,2024-11-29,Renewal,44.81
TXN-00013709,CUST-000933,2023-10-13,Subscription,44.73
TXN-00013710,CUST-002397,2024-08-31,Subscription,51.26
TXN-00013711,CUST-001813,2023-09-09,Upgrade,69.1
TXN-00013712,CUST-003136,2023-08-20,Renewal,53.09
TXN-00013713,CUST-001363,2023-01-23,Renewal,50.8
TXN-00013714,CUST-000764,2024-03-20,Upgrade,82.19
TXN-00013715,CUST-001320,2024-05-09,Add-on,18.61
TXN-00013716,CUST-001550,2023-10-06,Subscription,48.46
TXN-00013717,CUST-000518,2023-12-03,Add-on,72.77
TXN-00013718,CUST-002235,2024-06-05,Subscription,43.75
TXN-00013719,CUST-001736,2023-11-04,Renewal,157.37
TXN-00013720,CUST-004201,2024-05-25,Upgrade,751.7
TXN-00013721,CUST-003542,2024-02-19,Upgrade,192.15
TXN-00013722,CUST-000200,2023-02-22,Add-on,6.88
TXN-00013723,CUST-000364,2024-08-28,Subscription,142.89
TXN-00013724,CUST-000290,2023-11-04,Upgrade,257.11
TXN-00013725,CUST-001994,2023-09-21,Add-on,13.93
TXN-00013726,CUST-003862,2023-04-20,Upgrade,265.41
TXN-00013727,CUST-003711,2023-06-01,Subscription,139.76
TXN-00013728,CUST-004522,2024-07-22,Upgrade,190.76
TXN-00013729,CUST-000499,2023-08-17,Upgrade,216.44
TXN-00013730,CUST-003555,2023-08-13,Add-on,22.61
TXN-00013731,CUST-003021,2023-09-12,Subscription,49.61
TXN-00013732,CUST-002787,2024-04-20,Upgrade,80.52
TXN-00013733,CUST-001790,2023-06-06,Renewal,147.22
TXN-00013734,CUST-004731,2023-04-11,Add-on,6.08
TXN-00013735,CUST-001309,2024-12-15,Renewal,146.99
TXN-00013736,CUST-000294,2024-07-09,Upgrade,62.8
TXN-00013737,CUST-004101,2024-06-01,Upgrade,222.89
