price,median_income,house_age,avg_rooms,avg_bedrooms,population,avg_occupancy,latitude,longitude,lot_size_sqft,garage_spaces,has_pool,has_basement,distance_to_city,school_rating,property_tax_rate,year_built
167957.51,1.69,29,5.2,0.6,2450,3.62,34.39,-116.06,2698.0,3,0,0,36.5,9,1.41,1995
213906.66,2.12,44,4.6,1.6,2460,1.74,33.26,-123.6,4987.0,2,0,0,9.0,5,1.15,1980
274436.66,2.52,5,6.2,0.5,1985,4.87,35.52,-119.5,3494.0,2,0,1,43.5,8,1.07,2019
220524.51,2.13,29,6.8,1.0,2996,2.95,39.58,-114.2,3575.0,2,0,0,19.6,3,0.98,1995
184334.26,1.12,30,5.8,1.3,4022,1.81,37.35,-119.73,3491.0,3,0,0,32.4,7,1.21,1994
302199.34,3.89,29,5.4,1.8,1231,3.0,41.49,-114.7,3796.0,2,0,1,33.4,4,1.48,1995
341006.25,4.53,26,4.0,0.9,5562,1.83,33.83,-114.24,1765.0,3,0,1,1.3,9,1.3,1998
279675.64,3.53,19,6.4,1.5,2353,2.3,34.47,-120.43,2121.0,0,0,1,34.1,6,1.25,2005
282160.18,1.72,26,7.6,1.0,304,2.28,35.16,-114.37,3588.0,2,0,0,10.1,7,1.17,1998
247178.32,2.51,37,5.2,0.0,1555,2.84,32.62,-123.05,2077.0,3,0,0,15.2,7,0.89,1987
264690.1,2.71,27,4.2,1.1,1573,4.64,41.46,-122.82,2500.0,2,1,0,5.4,4,1.33,1997
314748.7,3.45,30,5.8,1.1,4290,3.13,36.73,-121.6,3419.0,2,1,1,15.6,4,1.02,1994
312915.83,3.55,51,5.5,1.3,1135,3.2,37.08,-119.59,5177.0,3,0,0,0.4,7,1.26,1973
185226.27,2.03,30,3.7,0.8,2037,2.43,34.0,-122.6,4570.0,1,0,1,7.0,6,1.57,1994
206762.51,2.81,3,4.7,0.8,580,3.34,40.79,-120.93,6630.0,2,0,1,14.9,4,1.13,2021
330805.89,3.26,43,8.2,1.7,930,2.96,39.08,-123.41,3208.0,3,0,1,3.3,6,0.91,1981
347756.71,4.87,7,3.5,0.9,3420,2.9,36.6,-119.98,3162.0,4,0,0,16.7,5,1.39,2017
266976.62,3.6,49,4.5,0.1,680,3.85,40.84,-115.81,2141.0,3,0,1,26.5,2,1.37,1975
289677.92,3.73,9,4.1,1.3,3915,1.87,41.1,-118.25,3934.0,1,0,1,0.6,6,0.93,2015
265921.48,2.81,41,4.2,1.5,4500,4.52,32.97,-115.99,5582.0,3,0,0,13.9,8,0.94,1983
322917.13,4.78,42,4.8,1.5,4880,-0.23,33.63,-123.08,2250.0,2,1,0,13.0,4,1.32,1982
329933.92,3.2,13,6.2,0.8,6224,2.89,32.76,-120.31,3726.0,3,1,0,22.9,7,1.53,2011
242138.46,1.93,15,7.5,1.1,3361,4.63,38.03,-124.09,5216.0,2,0,1,17.9,4,1.4,2009
315044.5,4.77,5,5.8,1.4,2541,4.45,34.57,-120.62,1964.0,2,0,0,9.1,3,1.05,2019
268225.55,3.59,29,4.5,1.6,2968,3.19,40.53,-118.05,3923.0,4,0,1,6.6,3,1.63,1995
255527.51,2.28,35,7.8,1.4,1914,2.03,36.93,-118.53,4036.0,4,1,1,63.7,5,1.07,1989
220818.31,2.24,27,2.4,1.5,1340,2.84,40.46,-123.87,979.0,2,1,1,10.5,7,1.56,1997
324992.85,3.06,27,6.5,0.7,3347,6.11,37.78,-123.85,2281.0,1,0,1,7.9,6,1.58,1997
224809.07,3.27,8,4.0,-0.0,2589,3.85,40.06,-121.3,1707.0,4,0,0,74.4,7,1.41,2016
301597.51,2.94,32,5.4,1.6,3656,0.96,36.03,-116.4,2308.0,2,1,1,3.0,6,0.98,1992
371465.26,3.08,20,6.3,0.6,1530,3.1,41.48,-124.28,2420.0,1,1,1,3.1,9,1.57,2004
293220.25,5.37,10,3.1,1.0,1641,2.28,38.84,-118.03,2926.0,2,0,1,56.2,9,1.78,2014
320688.48,4.17,13,5.7,1.5,2141,1.48,38.16,-122.57,4691.0,2,0,1,16.1,8,1.56,2011
253854.77,2.93,29,5.8,1.1,1633,3.58,35.85,-114.58,5485.0,1,0,0,11.0,6,0.89,1995
361316.42,3.96,35,7.7,1.5,17561,1.84,41.4,-119.98,3253.0,4,0,0,1.1,5,0.84,1989
348695.46,1.8,8,9.6,2.3,8497,4.86,35.71,-124.0,5704.0,2,0,0,6.6,8,1.33,2016
307987.85,3.19,29,3.2,1.4,1814,4.61,40.44,-117.01,4515.0,2,0,0,8.5,10,0.85,1995
407905.08,5.61,31,7.6,0.7,1628,2.12,36.34,-119.41,2856.0,2,0,0,10.7,8,1.26,1993
242752.41,2.49,41,5.4,0.4,2583,2.05,39.79,-115.25,6204.0,2,0,1,8.6,6,1.2,1983
190397.99,1.94,30,4.3,1.4,1282,3.81,41.16,-117.66,3082.0,2,0,0,8.6,5,0.96,1994
202599.83,2.09,22,6.1,1.1,1265,4.22,36.92,-117.23,3374.0,4,0,0,79.0,8,1.47,2002
156592.37,1.76,21,3.5,0.4,1871,2.7,37.5,-116.44,1837.0,1,0,0,54.7,6,0.92,2003
271207.11,1.99,12,3.6,1.7,1343,4.17,35.64,-120.09,3569.0,4,1,0,1.4,7,1.43,2012
205354.53,2.34,11,2.9,1.5,2094,5.0,33.02,-116.18,3681.0,3,0,0,2.8,2,1.16,2013
207670.1,1.55,2,6.3,1.1,2431,3.4,38.7,-123.97,4597.0,3,0,1,42.6,8,1.21,2022
262293.28,2.74,50,6.0,2.2,141,1.77,33.64,-116.46,2664.0,1,0,0,5.8,5,1.17,1974
256895.34,3.9,41,4.3,1.6,387,3.94,35.86,-117.82,2072.0,2,1,0,14.2,8,1.18,1983
248374.39,1.89,2,7.8,0.6,917,3.17,35.82,-118.55,3658.0,1,0,1,24.0,8,1.67,2022
341851.97,4.99,34,4.5,1.7,2261,2.61,33.93,-121.16,4314.0,3,0,1,9.5,6,0.57,1990
347977.42,3.33,3,7.4,1.2,975,3.9,38.83,-123.3,2518.0,2,0,0,0.3,7,1.62,2021
344186.58,4.11,16,5.7,2.0,11476,4.45,34.16,-117.7,1958.0,2,0,1,26.4,7,0.59,2008
214854.11,2.09,51,4.5,1.6,3698,3.22,39.89,-119.55,2426.0,3,0,1,21.2,5,1.53,1973
288549.14,3.83,4,5.3,1.3,8661,0.27,34.87,-122.21,6593.0,2,0,0,0.6,4,1.17,2020
172815.51,1.76,23,3.6,1.3,3715,3.14,35.23,-124.04,1832.0,1,0,0,34.1,8,1.36,2001
273842.46,3.88,50,5.8,0.5,509,3.27,35.77,-118.84,1807.0,1,0,0,29.2,8,1.15,1974
304169.41,2.91,20,5.5,0.8,711,6.1,33.95,-123.17,7587.0,3,0,1,4.8,7,1.18,2004
326476.36,3.39,25,6.3,1.2,1200,3.16,36.63,-114.74,2756.0,2,1,1,1.3,5,1.23,1999
281626.21,1.7,30,6.8,0.4,694,2.79,33.26,-122.92,1617.0,2,1,1,7.7,6,1.26,1994
196197.26,1.9,18,5.7,1.3,4294,3.83,36.56,-124.16,1470.0,2,0,1,31.2,4,0.98,2006
258640.33,3.45,42,3.3,0.7,1592,2.64,35.73,-121.75,3972.0,3,0,0,9.9,8,0.82,1982
200386.77,1.86,11,6.9,0.9,2130,2.18,35.71,-122.66,3525.0,2,0,0,5.0,1,0.41,2013
258813.58,3.27,29,5.5,1.5,5438,1.09,38.78,-116.19,3988.0,2,0,1,4.0,1,1.19,1995
189808.57,1.57,17,2.7,0.8,8445,2.29,39.81,-121.46,1938.0,3,0,0,6.6,7,1.92,2007
248765.63,3.82,26,6.0,1.3,1455,0.71,35.88,-121.92,1646.0,2,0,0,76.6,6,0.7,1998
175504.87,1.66,23,6.1,1.2,606,3.34,34.99,-114.05,3903.0,3,1,0,31.6,4,1.71,2001
320854.91,3.39,48,5.0,0.6,698,3.26,37.2,-122.92,1767.0,3,1,1,11.9,8,1.27,1976
323156.3,3.49,20,5.2,1.5,4534,3.84,39.98,-123.61,2745.0,2,1,1,24.8,9,1.19,2004
246342.21,2.06,45,4.6,1.6,2236,1.76,38.62,-121.29,1915.0,1,1,0,5.7,5,1.41,1979
312579.95,3.43,2,6.1,1.6,887,1.27,32.86,-120.25,6796.0,2,0,0,14.3,7,1.12,2022
317685.61,3.02,24,5.7,2.1,3185,5.47,37.06,-116.52,4728.0,3,0,0,30.9,8,1.0,2000
298987.44,2.19,31,4.1,0.9,764,2.91,41.91,-114.47,11131.0,2,1,1,6.9,7,0.74,1993
237895.98,1.82,27,7.9,0.1,437,3.84,35.85,-116.48,4103.0,2,0,1,24.2,6,1.2,1997
213146.94,1.24,2,4.5,0.8,362,3.16,36.69,-116.87,3486.0,1,0,0,14.3,7,1.14,2022
207104.95,3.13,14,1.4,1.6,568,3.89,35.23,-114.09,4188.0,1,0,0,14.3,8,1.1,2010
224390.93,1.45,4,4.8,1.1,4563,3.27,37.23,-116.46,1358.0,2,0,1,0.6,9,1.48,2020
231154.45,2.82,49,7.0,0.4,1537,2.04,34.03,-123.03,1222.0,1,0,0,34.4,8,1.1,1975
215887.86,2.45,13,5.2,0.3,1759,3.65,34.85,-119.65,4254.0,2,0,0,22.5,6,1.45,2011
222360.31,3.57,36,3.0,1.8,2099,3.36,39.26,-119.21,2230.0,2,0,1,0.6,8,0.81,1988
251467.64,2.41,35,4.0,1.4,805,0.98,33.81,-121.3,2980.0,3,0,0,14.2,9,1.5,1989
206843.78,2.38,44,3.9,0.9,1231,3.35,41.3,-122.78,1320.0,0,0,0,20.6,7,1.59,1980
263018.26,3.64,8,4.6,2.0,1330,2.54,35.43,-117.03,2300.0,2,0,0,23.8,3,1.22,2016
304072.77,3.11,2,5.1,2.4,858,2.2,37.96,-121.59,2488.0,2,1,0,1.4,7,1.21,2022
273700.7,3.08,6,6.2,1.6,1225,4.17,35.56,-117.94,4734.0,2,0,0,15.3,7,1.43,2018
260082.27,3.28,31,5.7,1.5,1640,2.91,37.04,-121.11,3186.0,0,0,0,4.0,4,1.37,1993
204813.05,1.47,10,5.8,1.4,1482,2.95,41.09,-119.18,1495.0,2,0,0,9.0,5,1.05,2014
390116.78,3.68,44,8.2,1.5,2556,3.11,33.15,-120.96,2298.0,3,0,1,11.2,8,1.24,1980
366041.8,3.47,21,6.8,2.1,1225,2.96,40.64,-120.18,5191.0,2,1,0,0.4,10,1.88,2003
218221.55,1.81,42,6.7,0.6,6222,2.88,37.8,-116.81,2379.0,3,0,0,5.3,4,1.04,1982
226885.41,2.47,10,2.8,0.9,791,4.75,38.82,-115.22,4676.0,2,0,1,24.0,7,1.37,2014
240780.21,2.68,23,4.4,1.1,1182,2.18,33.03,-119.16,2268.0,3,0,1,27.7,7,1.35,2001
229326.7,2.58,3,3.1,1.4,2477,0.92,39.73,-118.09,3524.0,1,0,0,6.0,6,1.23,2021
276979.03,3.11,32,4.3,1.9,2963,3.05,33.71,-115.42,3070.0,3,0,0,8.7,9,1.57,1992
425365.55,4.82,20,6.7,1.3,688,1.87,41.67,-123.0,2824.0,2,0,1,26.7,9,1.71,2004
313617.43,4.19,10,4.9,1.4,1665,1.68,40.09,-122.8,1547.0,3,0,0,3.4,4,1.66,2014
265450.52,1.61,29,7.1,1.4,3427,2.98,37.18,-120.73,1330.0,2,0,0,19.7,8,1.45,1995
310856.91,3.49,41,6.5,1.1,501,3.33,41.28,-121.25,3367.0,2,0,0,7.8,8,1.62,1983
352752.65,4.63,51,5.6,0.9,1685,2.79,34.11,-114.14,3037.0,3,1,0,65.3,9,0.89,1973
286873.16,3.17,46,7.1,1.1,550,2.45,41.92,-118.58,2284.0,2,0,1,13.8,3,0.69,1978
379551.7,4.21,34,7.5,0.8,943,2.76,39.31,-119.0,1925.0,2,1,1,2.4,9,0.41,1990
378750.38,6.08,37,6.2,0.8,1936,2.94,33.43,-118.42,5821.0,3,0,0,2.8,5,1.04,1987
370054.58,4.09,20,5.8,1.3,1519,3.0,37.6,-115.31,4891.0,1,1,0,0.4,9,1.69,2004
304027.52,3.0,8,6.5,0.9,725,0.85,39.25,-121.94,4329.0,2,0,0,18.8,8,1.28,2016
289561.22,4.13,7,3.4,2.0,4803,4.05,38.32,-119.13,6675.0,3,0,0,8.8,8,0.95,2017
254075.46,2.88,6,5.3,1.2,1384,1.25,36.53,-121.65,1721.0,3,0,0,0.2,5,1.93,2018
298628.22,2.74,11,5.5,1.8,2807,2.19,34.86,-116.3,3421.0,1,0,0,1.6,8,0.95,2013
274090.94,2.36,44,4.9,0.5,6011,1.13,34.76,-116.34,1488.0,3,0,1,5.1,5,0.94,1980
334575.55,5.08,18,4.3,0.5,1052,3.2,41.31,-114.45,2438.0,0,0,0,8.3,6,1.01,2006
245356.5,1.96,51,7.0,1.0,2958,2.15,34.73,-119.81,2553.0,3,0,0,41.8,8,1.45,1973
396238.32,5.02,42,5.8,1.6,2520,2.78,41.64,-122.83,2122.0,2,0,1,11.7,7,0.82,1982
312930.01,3.32,29,5.9,0.9,594,2.11,34.5,-115.09,2922.0,2,0,1,33.7,6,1.35,1995
278276.24,1.55,25,7.6,1.0,4749,1.74,36.15,-115.15,8738.0,0,0,1,4.3,8,0.85,1999
322947.63,3.15,21,5.2,1.6,1960,-0.01,32.62,-122.04,3397.0,3,0,0,6.1,9,1.35,2003
161012.97,1.17,46,4.9,0.9,1180,2.29,41.08,-121.6,4866.0,2,0,0,31.9,7,1.39,1978
318867.42,3.49,3,7.5,0.7,494,1.55,33.49,-121.21,3139.0,3,0,1,10.1,5,1.04,2021
314876.21,3.87,18,3.3,1.5,652,3.62,35.89,-119.76,1290.0,2,1,0,13.4,7,1.12,2006
224202.9,2.14,24,5.6,0.4,1657,5.5,40.5,-115.8,2175.0,3,0,0,12.8,7,0.58,2000
289663.47,2.86,47,4.4,0.9,619,5.2,40.02,-122.98,2281.0,2,1,0,15.6,7,1.3,1977
375761.91,5.94,38,5.9,1.2,2999,2.9,40.49,-117.15,2918.0,3,0,0,13.3,8,1.16,1986
288986.35,2.22,10,6.4,1.4,1335,2.05,41.18,-120.8,4033.0,3,0,0,17.8,10,0.88,2014
248131.23,1.78,27,6.4,1.5,518,0.66,41.16,-122.45,4586.0,2,0,1,2.4,4,1.66,1997
336109.91,4.92,12,7.0,1.6,1063,2.5,39.82,-120.95,3549.0,2,0,0,18.6,5,1.24,2012
436272.35,5.96,7,5.1,0.9,772,1.91,38.03,-118.9,5066.0,3,1,0,2.4,8,1.16,2017
306435.2,2.72,17,5.2,1.6,679,2.12,37.83,-114.83,2151.0,3,1,1,6.2,7,1.61,2007
349020.79,4.07,1,6.3,1.4,307,1.04,32.62,-117.9,3947.0,2,0,1,26.7,8,0.62,2023
328659.13,4.65,50,6.8,1.5,1957,3.84,39.36,-118.13,3829.0,2,0,1,14.0,6,0.94,1974
196514.65,2.02,26,3.5,0.8,842,3.61,34.65,-123.36,4677.0,3,0,0,51.2,9,1.08,1998
269410.83,2.24,15,6.0,1.4,8113,1.9,40.37,-123.66,2066.0,3,0,0,4.4,6,0.61,2009
343410.56,4.45,51,4.9,1.0,4000,4.03,37.76,-123.14,7485.0,0,0,1,38.0,9,1.09,1973
321099.75,5.33,33,5.6,1.1,6668,3.07,41.88,-123.5,2010.0,1,0,1,15.4,6,0.59,1991
290275.06,3.4,37,5.0,1.2,3204,3.64,34.5,-118.45,2364.0,3,0,0,6.9,5,0.84,1987
215195.08,1.91,47,4.4,2.2,1132,3.93,39.37,-119.75,4329.0,2,1,1,23.2,4,1.28,1977
390994.01,6.02,31,4.0,0.6,2343,3.44,37.7,-124.45,1360.0,3,0,0,46.5,9,1.13,1993
256670.13,2.2,35,5.3,1.7,1419,2.02,41.35,-120.81,1869.0,3,1,0,22.7,9,1.26,1989
283569.65,2.38,1,6.0,1.8,2374,4.26,35.03,-123.16,3113.0,3,0,0,0.1,9,0.85,2023
323762.74,3.12,8,4.6,1.5,3688,3.93,33.06,-114.12,1198.0,3,0,1,0.2,8,1.1,2016
389120.0,5.06,12,7.3,0.8,2916,3.94,37.67,-119.67,2001.0,2,1,0,2.0,6,1.08,2012
298559.37,3.83,19,9.2,1.9,1820,1.4,37.46,-120.03,3115.0,1,0,0,28.5,6,0.64,2005
212808.04,3.21,25,6.1,0.9,1905,1.24,35.46,-117.74,1976.0,2,0,1,20.8,5,1.41,1999
303677.75,3.27,32,5.4,1.4,2155,4.82,41.87,-120.75,7266.0,4,0,0,15.3,8,1.61,1992
213384.95,2.77,12,4.1,1.2,4379,2.23,33.16,-116.99,4284.0,2,1,0,17.8,6,1.54,2012
277260.55,3.4,13,6.1,0.9,1222,3.3,37.91,-115.0,3735.0,2,0,1,14.5,8,0.67,2011
282254.87,0.99,28,7.7,1.4,1470,4.45,34.97,-119.26,3198.0,3,1,1,6.4,10,1.45,1996
327888.12,2.41,1,8.4,2.0,1204,4.96,32.52,-120.48,4374.0,1,1,1,19.1,5,1.05,2023
272813.26,2.99,51,7.6,1.2,2017,3.69,41.88,-119.02,3068.0,3,0,1,41.0,4,1.75,1973
194549.09,1.72,6,6.8,2.1,3008,2.37,37.08,-118.16,1816.0,2,0,0,20.8,4,1.16,2018
246397.83,3.17,8,6.1,1.0,2297,2.66,40.64,-115.6,3537.0,2,0,0,30.3,3,1.53,2016
196590.88,2.5,4,3.9,1.1,1726,3.44,40.48,-120.36,2084.0,2,0,0,4.1,8,0.85,2020
423988.21,5.49,5,5.4,0.5,4265,3.21,40.22,-123.96,3693.0,2,1,1,6.4,7,1.21,2019
406095.78,5.1,25,5.2,0.8,957,2.14,36.86,-117.88,3455.0,2,0,0,10.6,7,1.98,1999
298913.32,2.26,22,5.4,1.0,544,-0.18,41.01,-114.14,2174.0,4,0,1,9.6,7,0.79,2002
243262.12,2.56,28,4.4,0.9,2338,2.12,35.99,-115.53,8343.0,2,1,1,9.4,3,1.26,1996
251215.05,2.64,39,6.6,0.6,1750,2.74,36.38,-116.54,5638.0,4,0,0,15.3,5,1.42,1985
216174.17,2.27,23,5.1,0.7,1581,2.99,34.93,-122.65,2900.0,4,0,1,29.0,5,1.07,2001
236904.94,2.94,4,5.0,1.0,629,5.05,36.76,-116.64,3842.0,2,0,1,32.7,7,0.96,2020
217084.42,2.01,4,4.4,1.7,2119,4.28,41.87,-123.64,3523.0,2,0,0,2.4,9,1.59,2020
239046.91,1.73,47,5.8,0.4,7601,2.45,37.95,-119.31,2275.0,4,0,0,1.4,10,1.3,1977
378153.56,3.49,21,7.7,0.1,623,3.6,40.4,-120.61,3966.0,1,1,1,5.6,7,1.76,2003
307304.91,3.5,37,5.5,0.2,1594,-0.2,35.0,-114.99,2702.0,2,0,1,20.0,5,1.11,1987
196174.39,1.97,41,5.9,0.7,1920,4.47,41.58,-122.82,1478.0,2,0,0,23.7,6,1.31,1983
313520.84,3.89,2,8.4,1.4,1267,2.4,32.63,-116.22,2308.0,3,0,0,7.3,6,0.9,2022
283097.05,2.11,7,7.3,0.9,2062,3.22,41.34,-123.99,2315.0,1,0,1,5.6,5,1.49,2017
322061.55,3.01,49,6.4,0.9,1264,3.04,41.03,-117.13,1133.0,2,0,0,2.1,10,0.95,1975
353184.59,3.77,16,6.3,0.9,2044,4.23,33.14,-121.42,5811.0,1,0,1,4.1,4,1.38,2008
244392.78,2.68,17,4.6,0.2,1474,2.58,38.25,-114.25,2292.0,1,0,1,1.6,7,1.12,2007
271965.7,3.26,20,4.4,1.5,1175,3.99,39.96,-117.45,2468.0,2,1,0,5.4,8,1.19,2004
293753.9,2.21,23,5.7,1.8,1699,3.44,36.34,-121.26,9186.0,2,0,1,16.9,9,1.23,2001
289124.89,2.51,34,5.8,0.9,2657,3.15,33.37,-122.03,1831.0,3,0,0,2.1,5,1.22,1990
229160.25,2.5,11,4.2,1.1,520,2.87,40.38,-117.79,2843.0,2,0,0,5.8,5,1.23,2013
269735.48,2.02,34,6.6,1.2,3149,2.39,36.93,-121.64,1347.0,2,0,0,11.3,7,0.81,1990
256061.18,2.53,33,5.1,0.6,1011,2.8,35.0,-122.54,2164.0,3,0,1,5.9,6,1.32,1991
232827.07,1.46,26,7.2,0.9,2965,2.54,33.17,-117.7,2297.0,2,0,1,8.7,5,1.04,1998
281257.46,2.23,2,5.4,2.0,1058,3.5,38.58,-116.89,5219.0,2,1,0,10.3,3,1.36,2022
246129.83,2.43,23,5.3,1.1,3199,1.64,32.9,-122.0,1965.0,2,0,1,22.4,6,1.38,2001
224411.86,2.45,41,4.1,1.2,1738,3.09,40.02,-118.87,4561.0,3,0,0,27.8,5,0.96,1983
237190.21,2.47,22,4.3,0.8,859,4.82,39.82,-117.53,11499.0,1,1,0,3.2,4,0.84,2002
297139.1,2.65,34,7.5,0.9,1272,2.47,35.57,-114.61,7152.0,4,0,0,6.9,6,1.33,1990
251292.72,3.29,15,5.9,1.4,4698,3.53,36.99,-116.06,716.0,3,0,1,12.8,3,1.19,2009
329352.58,3.86,10,6.1,0.7,1884,0.21,38.86,-120.08,3816.0,2,0,0,10.4,9,1.25,2014
270925.38,2.1,15,7.9,1.9,1253,1.1,41.61,-115.63,6540.0,2,0,0,1.3,7,1.08,2009
240012.06,1.68,42,3.5,0.3,4502,2.84,37.44,-119.86,1970.0,3,1,1,6.3,7,1.11,1982
236127.64,1.79,29,6.5,0.8,3583,2.91,41.97,-123.13,2857.0,2,0,1,3.9,4,0.97,1995
259645.6,2.24,23,3.1,0.4,923,3.05,35.59,-120.92,2549.0,2,0,1,8.1,8,1.24,2001
252706.44,2.36,17,4.8,1.8,1535,5.63,37.5,-116.05,4805.0,3,0,1,6.2,3,1.04,2007
233311.24,2.0,9,3.8,1.1,441,2.3,33.6,-114.46,2349.0,2,0,1,17.8,10,0.63,2015
275257.43,1.62,50,6.8,1.0,3632,3.1,37.79,-114.17,7751.0,2,1,1,7.7,9,1.21,1974
192122.58,2.26,36,2.7,1.3,1813,2.14,37.59,-117.79,5512.0,0,0,0,4.1,7,1.23,1988
288002.63,2.92,9,5.2,1.8,3090,3.88,40.56,-119.48,1361.0,1,0,1,14.5,8,1.76,2015
219503.88,3.45,16,3.8,1.2,385,1.62,41.97,-122.8,1369.0,2,0,1,19.5,3,0.92,2008
242340.32,2.18,36,4.2,1.7,1444,2.16,41.87,-123.42,3311.0,0,0,1,1.7,7,1.19,1988
274392.05,2.3,48,4.4,1.0,2067,1.92,34.74,-119.06,2678.0,2,1,0,4.3,8,1.52,1976
266913.79,1.88,51,7.5,0.6,332,3.99,35.72,-116.86,2871.0,2,1,0,3.5,3,1.26,1973
272935.03,2.68,33,5.0,1.2,3056,3.15,35.11,-121.1,2242.0,1,0,1,3.4,5,1.41,1991
251497.34,1.94,31,8.1,0.8,1395,3.34,34.4,-117.42,1752.0,1,1,0,34.8,8,1.27,1993
297782.0,3.42,6,8.4,1.4,444,2.77,33.93,-118.51,3022.0,0,0,1,2.0,7,1.21,2018
270313.74,1.33,10,8.7,0.9,1197,4.45,37.36,-114.62,3773.0,2,0,1,30.7,8,1.2,2014
251607.19,2.35,16,5.4,1.1,2605,2.81,40.79,-122.3,5016.0,1,1,1,7.5,8,1.31,2008
249311.24,3.07,4,5.8,-0.0,870,5.36,38.1,-118.29,5442.0,3,0,0,15.4,4,1.5,2020
257044.81,2.93,22,6.1,1.0,1743,4.52,40.79,-120.16,3043.0,2,0,0,8.7,7,1.67,2002
443354.12,7.98,13,4.9,1.0,1278,1.23,41.62,-121.75,3564.0,0,0,0,13.7,7,0.76,2011
266540.84,3.13,16,6.1,1.7,366,3.77,36.14,-120.75,1288.0,1,0,0,12.0,7,0.94,2008
235875.88,1.82,29,4.1,1.5,2978,4.52,40.44,-121.41,4267.0,4,1,0,8.5,9,1.58,1995
284799.47,2.62,6,2.7,1.1,3450,2.51,33.0,-118.96,5822.0,1,1,0,4.8,7,1.49,2018
247064.82,1.34,26,6.6,0.3,4532,3.49,37.07,-118.64,4136.0,3,1,0,40.1,6,1.23,1998
252980.19,2.63,11,5.0,0.9,1821,1.23,36.0,-115.41,2910.0,2,0,1,37.1,8,1.24,2013
263713.07,1.95,24,4.0,1.7,2664,1.8,34.45,-116.3,1846.0,2,1,0,1.1,9,1.35,2000
281480.16,3.92,29,4.2,1.0,497,2.7,36.66,-121.32,1849.0,0,0,1,3.8,6,1.33,1995
336144.47,2.18,3,7.8,0.6,2190,1.37,36.72,-114.72,2707.0,2,0,1,12.8,8,1.03,2021
265276.04,2.59,10,6.2,1.7,1401,3.07,40.18,-115.38,3749.0,2,0,0,59.0,5,0.78,2014
192254.9,2.11,1,3.2,0.3,1700,3.78,40.75,-117.93,1059.0,3,0,0,19.5,3,0.97,2023
316243.27,5.45,43,3.7,1.0,739,1.9,38.74,-124.3,1538.0,4,1,1,25.6,6,1.16,1981
247264.41,2.39,26,5.1,1.4,4438,1.39,38.52,-122.3,4768.0,2,0,0,5.7,6,1.2,1998
407186.31,5.66,12,6.2,1.2,482,1.11,33.55,-116.21,7071.0,4,0,0,3.7,4,1.02,2012
272841.89,3.76,14,4.3,0.5,2247,4.45,37.96,-119.74,2731.0,1,0,0,3.8,4,1.76,2010
312039.13,3.3,25,5.2,0.6,867,0.91,35.11,-123.18,4137.0,2,0,0,9.9,8,0.94,1999
268097.14,3.15,8,5.7,0.8,9846,3.35,35.3,-120.21,2814.0,3,0,0,29.3,8,0.92,2016
260192.03,3.18,43,5.7,1.5,3153,4.57,33.4,-122.28,3171.0,2,0,0,3.7,3,1.15,1981
148706.4,1.26,4,1.9,1.2,1767,1.83,38.54,-115.13,1723.0,2,0,0,12.7,7,0.9,2020
233638.59,2.43,28,5.8,0.9,794,1.99,38.05,-115.16,3937.0,2,0,0,24.8,7,1.6,1996
279481.92,3.81,7,2.9,1.3,3684,3.21,34.59,-120.44,2057.0,0,0,1,10.4,7,1.19,2017
242320.19,2.67,10,5.1,0.7,132,3.29,35.0,-123.06,3367.0,1,0,0,8.1,10,1.79,2014
200572.11,1.55,51,4.7,1.5,2458,2.4,39.84,-120.73,4343.0,1,0,0,6.4,7,1.64,1973
240430.03,2.66,36,3.9,1.3,2719,2.64,40.03,-123.15,4081.0,1,0,0,13.8,7,1.12,1988
429059.83,5.37,2,6.8,1.0,2595,3.11,37.18,-121.31,1992.0,1,1,1,25.5,6,0.98,2022
228430.13,4.48,26,3.8,1.0,3534,2.52,33.92,-116.4,3412.0,1,0,0,83.3,5,1.31,1998
249148.71,2.65,50,4.7,0.9,1150,2.56,33.03,-121.43,2236.0,2,0,0,30.5,8,1.6,1974
298615.7,3.98,14,6.8,1.6,2805,5.33,35.08,-118.79,4315.0,1,0,0,9.0,9,0.87,2010
245630.39,2.35,16,4.7,1.2,1057,4.22,39.45,-123.25,4528.0,2,0,0,1.2,6,0.61,2008
262081.48,1.37,43,4.4,1.0,930,4.31,38.21,-120.85,4404.0,1,0,1,1.9,9,1.07,1981
269399.75,1.88,42,5.1,0.6,791,2.59,39.32,-124.08,6304.0,2,0,1,0.4,6,0.97,1982
407513.47,5.08,17,6.3,1.4,1477,0.94,36.98,-118.74,3898.0,4,0,0,6.8,7,1.5,2007
271992.34,2.44,46,7.7,1.4,4398,5.97,39.67,-120.85,6487.0,0,0,0,9.9,4,0.88,1978
257036.12,2.47,22,4.1,0.8,7129,2.26,37.07,-115.34,4338.0,3,1,0,25.8,7,1.34,2002
301282.77,2.41,4,4.2,0.9,1456,3.37,33.3,-120.38,2132.0,3,1,1,1.3,10,1.01,2020
401667.49,5.82,19,5.1,1.0,1079,3.94,33.26,-118.64,3416.0,4,0,0,3.9,3,0.97,2005
401396.46,5.21,2,5.8,0.5,5237,2.3,40.4,-114.25,5181.0,3,0,1,10.7,5,1.34,2022
466002.43,6.6,39,4.3,1.1,2557,4.08,38.48,-117.75,5379.0,3,1,0,28.4,8,0.82,1985
