applicant_id,gender,married,dependents,education,self_employed,applicant_income,coapplicant_income,loan_amount,loan_term_months,credit_history,property_area,credit_score,age,loan_approved,approval_probability
APP-003760,Female,No,3+,Graduate,No,4287.0,0.0,124484.3,300,1,Rural,684,57,1,0.6467
APP-003761,Female,Yes,0,Graduate,No,4359.75,1405.61,72636.92,84,1,Urban,633,59,1,0.7234
APP-003762,Male,Yes,3+,Graduate,No,1919.5,2914.45,109602.2,12,1,Urban,572,41,0,0.8069
APP-003763,Female,No,2,Not Graduate,No,5641.57,0.0,128635.57,240,0,Urban,750,28,1,0.3841
APP-003764,Female,Yes,0,Graduate,No,1223.45,287.72,46615.05,180,1,Semiurban,760,48,1,0.8575
APP-003765,Female,No,0,Graduate,No,2707.48,0.0,96019.06,180,1,Urban,619,25,1,0.6012
APP-003766,Male,No,2,Not Graduate,No,3681.86,0.0,95329.4,12,1,Urban,644,37,0,0.7266
APP-003767,Female,Yes,2,Graduate,No,9876.81,1998.82,47294.75,360,1,Urban,676,57,1,0.8593
APP-003768,Female,No,0,Not Graduate,No,5395.68,0.0,98410.4,300,1,Rural,664,56,0,0.6082
APP-003769,Male,No,1,Graduate,No,2810.12,0.0,96502.37,360,0,Semiurban,599,39,0,0.4318
APP-003770,Female,Yes,1,Graduate,No,3079.89,681.22,137370.35,84,1,Urban,808,47,1,0.7341
APP-003771,Male,Yes,0,Not Graduate,No,5135.96,1126.46,118988.28,180,0,Rural,640,54,0,0.2275
APP-003772,Female,Yes,0,Graduate,No,1759.51,5612.75,173266.36,240,1,Urban,719,31,0,0.9065
APP-003773,Male,Yes,3+,Graduate,No,7086.63,2567.97,114571.15,240,0,Urban,637,65,0,0.5307
APP-003774,Female,No,3+,Graduate,No,3439.59,0.0,66812.2,240,0,Semiurban,620,67,0,0.3701
APP-003775,Male,Yes,1,Graduate,No,2153.56,1229.02,82392.39,180,0,Urban,654,32,0,0.5515
APP-003776,Male,Yes,1,Not Graduate,No,1576.63,3253.87,147357.1,24,0,Semiurban,602,41,0,0.2887
APP-003777,Male,Yes,2,Graduate,Yes,813.84,3918.82,137021.8,360,1,Urban,555,31,1,0.5857
APP-003778,Male,No,0,Graduate,No,10415.86,0.0,132539.99,60,0,Semiurban,663,59,1,0.4716
APP-003779,Male,Yes,0,Not Graduate,No,1173.82,2289.11,138025.59,84,1,Semiurban,707,48,1,0.7947
APP-003780,Female,No,2,Graduate,No,4854.76,0.0,111923.57,240,1,Urban,724,25,0,0.6776
APP-003781,Male,No,0,Not Graduate,No,4723.37,0.0,104907.63,60,1,Urban,675,37,0,0.6598
APP-003782,Female,Yes,1,Graduate,No,2735.22,712.15,92696.03,84,1,Urban,645,40,0,0.7105
APP-003783,Male,Yes,1,Graduate,No,3401.54,9254.92,149406.32,24,1,Rural,709,61,0,0.7981
APP-003784,Female,Yes,0,Graduate,No,2862.66,2073.0,112310.88,60,1,Urban,605,66,0,0.7092
APP-003785,Female,No,0,Not Graduate,No,4161.88,0.0,44132.87,240,1,Semiurban,791,32,0,0.5687
APP-003786,Female,No,0,Graduate,No,2882.86,0.0,115025.96,120,1,Rural,678,26,0,0.625
APP-003787,Female,Yes,0,Graduate,No,3060.92,1884.87,142060.11,60,1,Urban,757,37,0,0.7959
APP-003788,Male,Yes,1,Graduate,Yes,3464.56,803.75,69812.55,84,1,Urban,724,39,0,0.7877
APP-003789,Male,Yes,1,Graduate,No,5297.55,3040.73,79425.68,240,1,Semiurban,668,46,1,0.8186
APP-003790,Male,No,0,Graduate,No,5216.69,0.0,99244.44,180,1,Urban,694,68,1,0.7109
APP-003791,Male,Yes,0,Not Graduate,No,3378.24,2061.25,172951.06,180,1,Urban,588,64,0,0.6292
APP-003792,Female,No,0,Graduate,No,3128.19,0.0,86875.37,24,1,Urban,703,64,1,0.7112
APP-003793,Male,Yes,1,Graduate,No,5104.66,2401.62,87317.47,180,1,Urban,617,52,0,0.6992
APP-003794,Male,Yes,3+,Graduate,No,2173.61,2795.18,119954.97,180,0,Urban,621,26,0,0.5582
APP-003795,Male,Yes,1,Graduate,No,1809.22,875.36,107187.65,180,1,Urban,774,56,1,0.8232
APP-003796,Female,Yes,3+,Not Graduate,No,1627.89,3173.39,75615.75,180,1,Semiurban,632,58,0,0.6042
APP-003797,Female,Yes,3+,Graduate,Yes,4202.8,3253.72,100644.15,36,1,Semiurban,770,31,1,0.8533
APP-003798,Male,Yes,1,Not Graduate,No,7020.39,2133.63,100913.04,300,1,Semiurban,613,53,1,0.6333
APP-003799,Male,No,1,Graduate,Yes,3799.1,0.0,163720.99,120,1,Rural,758,44,0,0.5882
APP-003800,Female,Yes,0,Not Graduate,No,4266.22,5735.45,67604.03,240,0,Urban,610,43,0,0.477
APP-003801,Female,Yes,0,Graduate,No,2666.0,3561.83,102018.43,120,1,Urban,681,35,1,0.7636
APP-003802,Male,Yes,3+,Not Graduate,Yes,4256.43,722.1,123320.82,120,0,Semiurban,700,47,0,0.4134
APP-003803,Male,Yes,2,Graduate,No,3952.65,1175.21,151663.06,240,1,Urban,716,31,1,0.6509
APP-003804,Female,Yes,1,Not Graduate,No,4864.53,1553.8,77696.12,120,1,Urban,682,37,0,0.5663
APP-003805,Female,No,1,Graduate,No,867.37,0.0,207869.43,180,1,Urban,583,34,0,0.7084
APP-003806,Male,Yes,1,Graduate,No,4708.44,595.73,50477.8,84,1,Urban,548,47,0,0.599
APP-003807,Female,Yes,1,Graduate,No,5315.56,3838.98,54586.41,84,1,Urban,675,38,0,0.7676
APP-003808,Female,Yes,0,Not Graduate,No,5240.61,960.48,107624.48,84,1,Semiurban,834,48,0,0.624
APP-003809,Female,Yes,2,Graduate,No,3385.5,4820.24,51279.24,120,1,Urban,642,67,1,0.7225
APP-003810,Female,Yes,1,Not Graduate,No,10436.37,495.92,76728.62,36,0,Urban,795,67,1,0.5322
APP-003811,Female,No,2,Graduate,No,6389.84,0.0,120483.94,36,1,Rural,765,24,1,0.82
APP-003812,Male,Yes,0,Not Graduate,No,8699.08,3584.72,175016.03,300,1,Urban,739,27,1,0.5377
APP-003813,Female,Yes,1,Graduate,No,4779.26,2175.81,110406.19,84,1,Urban,587,65,1,0.7355
APP-003814,Male,No,2,Graduate,No,3643.51,0.0,114861.41,180,1,Urban,725,55,0,0.6457
APP-003815,Female,Yes,1,Graduate,No,5192.57,1791.36,129207.78,180,1,Urban,722,68,1,0.6096
APP-003816,Male,Yes,1,Graduate,No,2500.83,1834.82,52218.03,240,0,Urban,681,29,0,0.4909
APP-003817,Female,Yes,0,Graduate,No,5984.72,2616.04,126173.53,240,1,Rural,705,28,0,0.7951
APP-003818,Male,Yes,1,Graduate,No,2772.76,1565.86,98859.71,120,0,Urban,632,65,0,0.5127
APP-003819,Male,Yes,0,Not Graduate,No,2556.72,1761.83,71741.42,60,0,Urban,732,37,1,0.4955
APP-003820,Male,No,0,Not Graduate,Yes,1652.84,0.0,67202.49,60,1,Rural,766,37,1,0.6401
APP-003821,Female,No,2,Graduate,Yes,6658.21,0.0,95533.14,120,1,Semiurban,518,69,0,0.704
APP-003822,Female,No,0,Graduate,No,12191.76,0.0,136841.55,180,1,Urban,686,53,0,0.8508
APP-003823,Female,Yes,0,Graduate,No,8273.76,964.05,152469.73,180,1,Urban,561,52,0,0.8587
APP-003824,Female,No,2,Graduate,No,6251.77,0.0,93857.51,300,1,Semiurban,623,28,0,0.5925
APP-003825,Male,Yes,2,Graduate,No,6358.68,453.62,150026.06,120,1,Semiurban,707,39,1,0.7555
APP-003826,Female,Yes,0,Not Graduate,No,6228.87,1611.23,63987.62,60,1,Rural,705,58,1,0.8342
APP-003827,Female,Yes,0,Not Graduate,No,3374.89,2073.73,82622.57,180,1,Rural,639,23,0,0.6713
APP-003828,Female,Yes,2,Graduate,No,2896.18,1680.55,195712.4,36,1,Urban,837,25,0,0.8092
APP-003829,Female,No,2,Graduate,No,2030.05,0.0,159284.08,60,1,Urban,699,33,1,0.591
APP-003830,Female,Yes,1,Graduate,No,11127.43,2125.89,71534.04,180,0,Rural,632,67,1,0.347
APP-003831,Male,No,1,Not Graduate,No,3228.23,0.0,132855.18,300,0,Rural,708,66,0,0.3066
APP-003832,Female,No,2,Graduate,No,3965.86,0.0,78665.96,84,1,Urban,547,51,1,0.7651
APP-003833,Female,No,0,Graduate,No,1855.79,0.0,87682.92,120,1,Semiurban,712,36,0,0.7084
APP-003834,Female,Yes,1,Not Graduate,No,2288.39,1852.86,96705.98,180,1,Urban,656,52,0,0.5842
APP-003835,Female,Yes,3+,Graduate,No,2016.84,3326.09,57909.53,360,1,Semiurban,787,42,0,0.6543
APP-003836,Male,No,0,Graduate,No,2934.96,0.0,111402.58,240,1,Urban,594,49,0,0.6949
APP-003837,Male,Yes,0,Graduate,Yes,5338.01,1861.1,171036.51,120,1,Semiurban,749,42,0,0.737
APP-003838,Male,No,0,Not Graduate,No,4816.43,0.0,93004.19,84,1,Urban,679,63,0,0.8081
APP-003839,Male,Yes,0,Graduate,No,5224.41,1667.51,79234.17,180,1,Semiurban,746,23,0,0.701
APP-003840,Female,Yes,1,Not Graduate,No,3606.42,931.11,78161.38,120,1,Urban,763,30,1,0.6514
APP-003841,Female,Yes,0,Not Graduate,Yes,5706.03,4530.12,41309.43,180,0,Rural,715,62,1,0.3373
APP-003842,Male,No,1,Not Graduate,No,3332.71,0.0,37436.97,180,1,Urban,759,41,1,0.633
APP-003843,Male,Yes,1,Graduate,No,4786.98,2852.84,207954.17,24,1,Urban,707,36,0,0.8127
APP-003844,Female,Yes,1,Not Graduate,Yes,2876.67,447.43,82662.1,36,1,Urban,628,32,1,0.5437
APP-003845,Female,Yes,3+,Graduate,No,7062.49,492.94,68348.72,60,1,Semiurban,820,22,1,0.95
APP-003846,Male,Yes,0,Graduate,No,2128.13,1403.11,69253.88,240,1,Urban,517,61,0,0.5713
APP-003847,Female,Yes,1,Graduate,No,7157.6,580.5,96343.68,360,1,Urban,585,44,0,0.8218
APP-003848,Female,Yes,1,Graduate,Yes,4524.02,188.9,89479.68,180,1,Rural,653,55,1,0.8089
APP-003849,Male,Yes,1,Not Graduate,No,9047.94,3430.88,115302.01,60,1,Urban,622,50,1,0.6759
APP-003850,Male,Yes,1,Not Graduate,No,2449.41,2343.39,58933.57,180,1,Urban,678,50,0,0.7257
APP-003851,Male,Yes,2,Graduate,No,3170.2,956.42,117666.06,180,1,Rural,684,67,1,0.7332
APP-003852,Male,Yes,1,Not Graduate,No,3118.15,1995.37,124384.25,240,1,Semiurban,627,55,0,0.6272
APP-003853,Female,Yes,2,Not Graduate,No,2169.02,7859.63,87929.15,240,1,Urban,715,39,0,0.6193
APP-003854,Female,Yes,2,Not Graduate,No,11892.03,860.14,136926.34,240,1,Rural,588,28,1,0.6768
APP-003855,Male,Yes,0,Graduate,No,2374.56,3754.15,166950.21,240,1,Semiurban,722,46,1,0.7437
APP-003856,Male,Yes,3+,Graduate,No,2090.91,1256.08,88197.85,240,1,Semiurban,637,69,0,0.7903
APP-003857,Male,Yes,2,Graduate,No,8702.31,1103.54,96451.92,300,1,Urban,666,60,0,0.889
APP-003858,Female,Yes,0,Graduate,Yes,5766.21,663.09,112703.82,12,1,Semiurban,589,27,0,0.5436
APP-003859,Female,Yes,2,Graduate,No,3247.81,2026.17,127629.97,240,0,Semiurban,850,50,1,0.5735
APP-003860,Male,Yes,0,Not Graduate,No,1198.1,3445.75,134105.52,300,1,Urban,628,27,0,0.7809
APP-003861,Male,Yes,1,Not Graduate,No,10182.39,2317.94,129475.08,240,1,Urban,815,23,1,0.6736
APP-003862,Female,No,0,Graduate,No,11702.77,0.0,132350.21,36,1,Urban,596,21,0,0.7389
APP-003863,Female,Yes,1,Graduate,No,5251.32,1077.02,105958.95,240,1,Rural,643,56,0,0.7189
APP-003864,Male,Yes,2,Graduate,No,4976.36,7217.81,135480.22,84,1,Semiurban,706,45,1,0.8397
APP-003865,Female,Yes,2,Graduate,No,4116.1,1156.52,133513.33,84,0,Semiurban,697,57,0,0.4935
APP-003866,Female,Yes,2,Graduate,Yes,2813.57,1149.48,93626.18,84,0,Urban,638,21,0,0.4308
APP-003867,Male,Yes,2,Not Graduate,No,7525.81,517.85,166940.38,360,0,Urban,675,35,1,0.3158
APP-003868,Male,No,1,Graduate,No,2892.69,0.0,55546.12,240,1,Semiurban,774,57,1,0.8411
APP-003869,Male,Yes,2,Graduate,No,5088.47,466.13,104626.58,360,1,Urban,566,33,1,0.6348
APP-003870,Female,No,1,Graduate,No,4150.11,0.0,116240.49,300,1,Semiurban,755,60,0,0.8322
APP-003871,Female,Yes,0,Graduate,No,3615.27,2920.12,97913.91,300,0,Rural,706,28,0,0.5768
APP-003872,Female,No,2,Not Graduate,Yes,2183.3,0.0,203696.8,180,1,Semiurban,716,25,0,0.4868
APP-003873,Female,No,1,Not Graduate,No,1777.62,0.0,95022.75,120,1,Rural,545,29,0,0.5407
APP-003874,Female,Yes,1,Graduate,No,4898.51,2624.41,172341.38,240,1,Rural,741,21,1,0.7929
APP-003875,Female,Yes,1,Not Graduate,No,2810.08,11092.0,80088.0,12,1,Urban,544,56,1,0.5518
APP-003876,Female,Yes,0,Graduate,No,3970.72,7391.03,91575.8,240,1,Urban,642,55,1,0.7879
APP-003877,Male,No,0,Graduate,No,4106.24,0.0,109383.1,360,1,Semiurban,632,22,1,0.5959
APP-003878,Female,Yes,0,Graduate,No,4384.16,2213.8,93599.09,300,1,Semiurban,673,60,0,0.8161
APP-003879,Female,Yes,2,Graduate,No,3388.17,3081.97,61640.89,84,1,Urban,664,43,1,0.867
APP-003880,Female,Yes,1,Graduate,No,5372.35,2182.29,114387.46,60,1,Urban,658,29,0,0.7284
APP-003881,Male,Yes,3+,Graduate,No,3466.7,2403.61,101980.51,240,1,Semiurban,674,54,0,0.7142
APP-003882,Female,No,2,Graduate,Yes,3152.16,0.0,78236.42,36,1,Urban,753,66,0,0.5512
APP-003883,Female,No,0,Graduate,No,5671.65,0.0,40974.6,360,1,Semiurban,850,34,1,0.9417
APP-003884,Male,Yes,0,Not Graduate,Yes,3699.74,3372.9,53405.89,180,1,Urban,534,24,1,0.6322
APP-003885,Female,Yes,0,Graduate,No,4185.41,1889.51,54409.57,300,1,Urban,610,50,0,0.7867
APP-003886,Male,Yes,2,Not Graduate,No,6421.96,2676.78,96282.61,240,1,Semiurban,680,51,1,0.6646
APP-003887,Female,No,2,Graduate,No,4690.48,0.0,153861.01,240,1,Semiurban,641,58,0,0.7097
APP-003888,Female,No,3+,Not Graduate,No,6368.6,0.0,73316.92,84,1,Semiurban,664,31,0,0.6357
APP-003889,Female,Yes,1,Graduate,No,1410.08,672.7,125526.22,36,0,Urban,665,55,0,0.3505
APP-003890,Male,Yes,0,Graduate,No,17780.82,3406.0,65375.19,240,1,Urban,701,28,0,0.95
APP-003891,Male,No,2,Graduate,No,5610.11,0.0,89633.35,84,1,Urban,802,23,1,0.7187
APP-003892,Female,Yes,0,Graduate,No,5214.98,2655.13,87945.97,240,0,Rural,798,34,0,0.4126
APP-003893,Male,Yes,0,Not Graduate,Yes,3351.65,605.27,100946.18,36,1,Rural,607,33,0,0.6208
APP-003894,Male,Yes,0,Not Graduate,No,1480.34,846.65,90973.83,180,1,Semiurban,602,65,0,0.5741
APP-003895,Male,Yes,1,Graduate,No,5603.83,823.76,100730.52,120,1,Urban,582,52,0,0.6476
APP-003896,Female,Yes,0,Graduate,No,7082.9,3595.91,136471.83,300,1,Urban,572,54,1,0.6259
APP-003897,Female,No,1,Graduate,No,1308.83,0.0,121379.18,300,1,Semiurban,540,65,1,0.7102
APP-003898,Male,Yes,3+,Graduate,No,6195.15,1558.82,107749.28,240,1,Semiurban,794,39,1,0.5494
APP-003899,Female,Yes,0,Not Graduate,No,9194.91,1294.56,106283.98,240,1,Urban,748,58,0,0.7613
APP-003900,Female,Yes,0,Graduate,No,8975.34,1473.59,72135.45,240,0,Semiurban,637,36,0,0.501
APP-003901,Female,No,1,Graduate,No,5007.73,0.0,81931.82,240,1,Rural,669,22,1,0.7786
APP-003902,Male,Yes,3+,Graduate,No,3474.52,1632.46,101737.35,360,1,Semiurban,612,60,0,0.7794
APP-003903,Female,Yes,0,Graduate,No,6430.0,1612.32,106145.31,240,1,Urban,584,37,1,0.8378
APP-003904,Male,Yes,1,Not Graduate,No,4667.22,871.57,61294.18,300,0,Semiurban,743,54,0,0.607
APP-003905,Male,No,0,Graduate,No,4531.33,0.0,41654.1,180,0,Semiurban,710,62,0,0.3784
APP-003906,Male,Yes,1,Graduate,Yes,2654.16,589.05,97455.89,360,1,Semiurban,609,36,0,0.4826
APP-003907,Female,Yes,0,Graduate,No,1383.14,1360.7,66620.12,180,0,Semiurban,813,58,0,0.5309
APP-003908,Male,Yes,0,Graduate,No,6089.21,5931.29,172177.19,300,0,Semiurban,791,22,0,0.5806
APP-003909,Female,Yes,0,Graduate,No,2996.99,2087.74,129224.85,36,0,Urban,591,22,0,0.4124
APP-003910,Male,No,3+,Not Graduate,No,2022.15,0.0,124760.72,180,0,Urban,569,46,0,0.1301
APP-003911,Male,Yes,1,Not Graduate,No,1868.1,520.55,57823.05,360,0,Urban,711,33,0,0.3977
APP-003912,Male,Yes,0,Not Graduate,No,3265.28,4410.5,140066.6,36,1,Urban,850,67,1,0.7649
APP-003913,Male,Yes,1,Not Graduate,No,1748.0,6511.27,76802.24,300,0,Semiurban,608,51,0,0.3124
APP-003914,Female,Yes,0,Graduate,No,6954.75,925.79,134063.65,60,1,Semiurban,740,54,1,0.7306
APP-003915,Male,Yes,1,Graduate,Yes,5038.87,827.95,139468.48,360,1,Semiurban,643,59,1,0.5918
APP-003916,Male,No,3+,Graduate,No,7117.67,0.0,52802.19,120,1,Semiurban,735,23,0,0.6663
APP-003917,Male,Yes,3+,Not Graduate,No,1961.56,2464.71,66291.18,240,1,Urban,513,28,0,0.507
APP-003918,Male,Yes,1,Not Graduate,No,1576.1,7151.57,177167.11,24,1,Rural,614,43,0,0.6155
APP-003919,Male,No,2,Graduate,Yes,10448.44,0.0,54513.92,120,1,Urban,702,34,0,0.8402
APP-003920,Female,Yes,0,Not Graduate,No,2252.3,388.37,122434.0,180,1,Urban,705,47,1,0.642
APP-003921,Female,Yes,2,Graduate,No,3855.61,6455.43,64538.3,84,1,Rural,519,49,1,0.6441
APP-003922,Female,No,0,Graduate,No,2302.74,0.0,157425.45,240,1,Rural,614,59,0,0.6532
APP-003923,Female,No,2,Graduate,No,2223.43,0.0,90321.01,240,1,Rural,628,59,0,0.7084
APP-003924,Female,Yes,3+,Graduate,No,5202.68,1855.95,95929.5,360,1,Urban,732,21,1,0.7212
APP-003925,Female,No,1,Graduate,Yes,3370.31,0.0,156022.86,180,0,Rural,667,37,0,0.4523
APP-003926,Male,Yes,0,Graduate,No,8008.03,535.88,193406.13,240,0,Urban,712,61,1,0.4523
APP-003927,Male,Yes,1,Not Graduate,Yes,1248.62,5475.91,94338.59,36,1,Urban,790,50,0,0.7057
APP-003928,Male,Yes,0,Graduate,No,3602.34,1161.12,121865.46,24,0,Urban,667,33,0,0.3308
APP-003929,Male,No,0,Not Graduate,No,2679.18,0.0,97590.62,180,1,Semiurban,732,41,1,0.8
APP-003930,Male,Yes,2,Graduate,No,3141.89,2869.98,201072.94,360,1,Semiurban,759,39,0,0.8298
APP-003931,Female,Yes,2,Not Graduate,No,3275.92,7330.0,177975.59,84,1,Urban,655,39,0,0.6069
APP-003932,Male,No,0,Not Graduate,No,5355.63,0.0,103228.6,12,1,Semiurban,643,45,1,0.6836
APP-003933,Female,Yes,1,Not Graduate,No,3257.58,2121.39,127585.62,120,1,Semiurban,738,42,0,0.7227
APP-003934,Male,Yes,0,Graduate,No,3277.78,5547.12,152063.72,240,1,Rural,715,51,0,0.6003
APP-003935,Male,Yes,0,Graduate,No,10354.31,2844.04,75801.63,240,1,Urban,772,37,0,0.8881
APP-003936,Female,Yes,0,Graduate,No,1751.11,2631.38,92552.59,240,1,Semiurban,715,43,0,0.6361
APP-003937,Female,Yes,2,Graduate,No,1897.87,178.52,147955.28,36,1,Urban,658,52,1,0.7212
APP-003938,Male,Yes,0,Graduate,No,11096.26,1424.86,58062.15,240,0,Urban,696,30,1,0.4869
APP-003939,Female,Yes,0,Graduate,No,10151.3,2069.02,127840.39,36,1,Semiurban,637,30,0,0.5732
APP-003940,Female,Yes,3+,Graduate,No,1241.35,2052.05,123106.43,360,1,Urban,516,56,0,0.583
APP-003941,Male,Yes,1,Not Graduate,No,13171.65,3762.69,74376.64,120,1,Rural,749,28,1,0.7078
APP-003942,Male,Yes,0,Graduate,No,5153.15,679.55,153330.22,240,1,Urban,589,40,0,0.761
APP-003943,Female,Yes,0,Not Graduate,No,2380.06,797.48,116504.62,180,1,Rural,708,52,0,0.515
APP-003944,Female,Yes,0,Graduate,No,3652.94,3935.49,76091.03,84,1,Urban,684,34,1,0.7516
APP-003945,Male,Yes,1,Graduate,No,2813.87,4322.38,56259.17,180,1,Semiurban,700,48,1,0.7477
APP-003946,Male,No,2,Graduate,No,3642.38,0.0,82120.91,12,0,Rural,576,66,0,0.5131
APP-003947,Male,No,2,Not Graduate,No,2838.42,0.0,68143.2,180,1,Urban,561,44,0,0.5143
APP-003948,Female,Yes,3+,Not Graduate,No,1796.4,1487.43,80823.42,24,1,Semiurban,679,35,1,0.669
APP-003949,Male,Yes,0,Not Graduate,No,1647.32,1079.87,83260.0,180,1,Urban,689,42,0,0.74
APP-003950,Female,Yes,1,Graduate,No,4142.72,692.54,159074.63,180,1,Semiurban,704,50,0,0.6951
APP-003951,Male,Yes,3+,Graduate,No,2252.22,882.32,58310.17,300,1,Urban,627,24,0,0.7466
APP-003952,Male,No,3+,Graduate,No,1549.67,0.0,64439.97,360,1,Urban,591,33,0,0.6369
APP-003953,Male,Yes,0,Graduate,No,5008.57,6256.39,83223.18,240,1,Rural,737,43,1,0.7993
APP-003954,Female,Yes,1,Not Graduate,No,4976.7,2687.21,277683.42,84,1,Semiurban,828,28,1,0.7964
APP-003955,Female,No,0,Not Graduate,No,4978.37,0.0,52694.88,180,1,Rural,721,38,0,0.7862
APP-003956,Male,Yes,0,Graduate,No,3815.02,738.05,43749.24,12,1,Urban,759,32,0,0.8298
APP-003957,Male,Yes,3+,Not Graduate,No,2151.79,5217.64,164605.34,240,0,Urban,535,51,1,0.285
APP-003958,Female,Yes,1,Graduate,Yes,7495.93,5735.19,80485.95,24,1,Rural,749,34,0,0.7098
APP-003959,Female,Yes,3+,Graduate,No,6178.7,2200.02,71248.22,240,1,Rural,634,54,1,0.7196
APP-003960,Male,Yes,0,Graduate,No,13871.71,2010.67,114713.89,84,1,Rural,657,38,1,0.8891
APP-003961,Female,No,3+,Graduate,No,7755.82,0.0,130311.52,84,0,Semiurban,787,54,0,0.4972
APP-003962,Female,Yes,0,Graduate,No,4407.62,3269.27,137533.13,36,0,Semiurban,644,31,0,0.4932
APP-003963,Male,Yes,0,Graduate,No,10508.71,561.83,123744.74,240,0,Rural,731,61,0,0.6541
APP-003964,Male,No,0,Not Graduate,No,3805.98,0.0,74648.31,120,1,Urban,651,32,0,0.5856
APP-003965,Male,Yes,0,Graduate,No,3824.77,953.3,128505.38,36,0,Semiurban,549,69,1,0.47
APP-003966,Female,Yes,1,Graduate,No,3538.89,1241.5,115962.49,120,1,Urban,742,35,1,0.7177
APP-003967,Female,Yes,0,Graduate,No,2690.75,2308.3,168746.28,300,1,Urban,686,51,0,0.6475
APP-003968,Female,Yes,2,Not Graduate,Yes,13839.61,4081.3,177593.75,24,1,Rural,693,69,1,0.5908
APP-003969,Male,Yes,1,Graduate,No,2211.42,3806.54,68736.67,240,0,Semiurban,705,49,0,0.5505
APP-003970,Male,No,0,Not Graduate,No,1346.68,0.0,194409.74,180,0,Semiurban,796,46,0,0.3038
APP-003971,Female,Yes,1,Graduate,Yes,2752.32,8208.54,82247.22,180,1,Urban,680,38,1,0.8307
APP-003972,Male,Yes,1,Graduate,No,4533.09,10600.2,55743.4,120,0,Urban,484,52,1,0.6215
APP-003973,Male,Yes,0,Graduate,No,2631.85,6727.4,192060.09,180,1,Semiurban,799,42,1,0.8164
APP-003974,Female,No,0,Graduate,No,2941.5,0.0,136917.46,240,0,Rural,703,58,0,0.3936
APP-003975,Male,Yes,1,Graduate,No,1149.84,1219.26,44640.33,180,1,Urban,604,37,1,0.7692
APP-003976,Male,No,1,Graduate,No,1720.52,0.0,80639.92,120,1,Urban,752,43,0,0.8315
APP-003977,Male,Yes,0,Graduate,No,1650.89,2273.65,74155.95,84,1,Semiurban,576,44,1,0.6492
APP-003978,Male,No,1,Graduate,No,6017.3,0.0,78546.04,180,1,Rural,504,28,0,0.6177
APP-003979,Female,No,2,Graduate,No,1571.01,0.0,207915.21,180,1,Rural,767,61,0,0.6765
APP-003980,Male,No,3+,Not Graduate,No,2465.36,0.0,90645.96,120,1,Semiurban,773,26,0,0.6238
APP-003981,Male,Yes,1,Not Graduate,No,3250.45,2160.1,81542.54,300,1,Urban,774,25,0,0.7386
APP-003982,Female,Yes,0,Not Graduate,No,1906.1,1579.2,148380.25,360,1,Urban,644,64,1,0.696
APP-003983,Male,Yes,0,Graduate,No,4296.62,2469.03,81502.79,84,1,Urban,655,49,1,0.8072
APP-003984,Female,Yes,1,Graduate,No,4769.29,6306.66,256657.2,240,1,Rural,644,48,1,0.7233
APP-003985,Male,No,0,Not Graduate,No,8752.8,0.0,107016.32,84,1,Urban,566,31,0,0.5713
APP-003986,Male,Yes,1,Graduate,Yes,3646.88,2195.18,145755.33,180,1,Urban,650,21,0,0.6598
APP-003987,Male,Yes,0,Not Graduate,No,1023.06,2118.38,215101.99,120,0,Urban,655,63,0,0.4662
APP-003988,Male,Yes,2,Not Graduate,No,2575.29,788.11,71397.46,84,1,Urban,584,39,1,0.7396
APP-003989,Female,Yes,1,Graduate,No,3069.89,1734.63,134774.53,120,1,Urban,796,29,0,0.6941
APP-003990,Male,Yes,0,Graduate,No,7889.42,2319.3,79388.45,60,1,Rural,621,47,1,0.7384
APP-003991,Male,Yes,1,Not Graduate,No,3174.68,3781.49,107213.57,36,1,Rural,801,54,1,0.8573
APP-003992,Male,No,2,Not Graduate,No,4648.75,0.0,46366.62,180,1,Semiurban,754,64,1,0.6668
APP-003993,Male,Yes,0,Not Graduate,No,3036.52,1470.23,79768.39,240,0,Urban,697,24,0,0.4485
APP-003994,Male,No,3+,Graduate,No,5038.49,0.0,170429.64,240,1,Urban,569,56,0,0.8132
APP-003995,Male,Yes,0,Graduate,No,2493.16,380.17,137085.38,180,1,Urban,738,38,0,0.8066
APP-003996,Female,No,3+,Graduate,No,1334.8,0.0,87534.73,120,0,Semiurban,843,35,1,0.5854
APP-003997,Female,Yes,0,Graduate,No,751.97,842.11,103191.27,180,1,Rural,628,33,1,0.6289
APP-003998,Male,Yes,1,Graduate,No,4939.33,6157.81,133332.24,24,1,Semiurban,715,39,0,0.7388
APP-003999,Female,Yes,0,Not Graduate,No,4433.08,3994.43,134735.24,300,1,Urban,654,69,1,0.5297
APP-004000,Female,Yes,3+,Graduate,No,4634.07,557.57,116851.01,120,1,Rural,540,26,1,0.735
APP-004001,Male,Yes,2,Graduate,No,3910.0,809.74,147963.72,300,1,Rural,685,68,1,0.6842
APP-004002,Female,No,3+,Graduate,No,1122.51,0.0,92144.54,240,0,Rural,660,32,0,0.4008
APP-004003,Female,Yes,1,Graduate,No,2470.3,3315.89,54980.91,180,1,Rural,577,57,0,0.7465
APP-004004,Male,Yes,0,Not Graduate,No,3428.0,2596.59,67083.92,180,1,Semiurban,757,37,0,0.7221
APP-004005,Female,Yes,0,Not Graduate,No,2349.74,3737.27,82576.0,120,1,Urban,616,43,0,0.5571
